Job name        : synthetic-linearperturbed
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Job Output Follows ...
===============================================================================

[Benchmark] fixed number of agents: 150
[Benchmark] node-to-agent ratios: [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0]
[Benchmark] algorithms: [EDF, BNT, CTS, ANT-e]
[Benchmark] replicates: 100
[Benchmark] problem classes: [LINEAR_PERTURBED]
[Benchmark] session started

[    1] EDF [score: 2873.29443359375, median singleton score: 17.72144317626953, visited nodes (%): 100.0, solving time (ms): 23.0, median approximation score: 0.8944444358348846]
[  314] BNT [score: 16364.05859375, median singleton score: 25.367048263549805, visited nodes (%): 96.33332824707031, solving time (ms): 3498.0, median approximation score: 1.0]
[  314] CTS [score: 17992.35546875, median singleton score: 29.14826202392578, visited nodes (%): 99.16666412353516, solving time (ms): 181.0, median approximation score: 0.9677419066429138]
[  314] ANT-e [score: 16009.4521484375, median singleton score: 22.858325958251953, visited nodes (%): 98.83333587646484, solving time (ms): 2740.0, median approximation score: 0.0]
[  315] EDF [score: 10319.310546875, median singleton score: 16.473569869995117, visited nodes (%): 99.5, solving time (ms): 16.0, median approximation score: 0.7000001072883606]
[  315] BNT [score: 14947.88671875, median singleton score: 23.695571899414062, visited nodes (%): 97.0, solving time (ms): 3627.0, median approximation score: 1.0]
[  315] CTS [score: 16088.1640625, median singleton score: 25.677532196044922, visited nodes (%): 99.33333587646484, solving time (ms): 187.0, median approximation score: 0.9636243283748627]
[  315] ANT-e [score: 14606.6875, median singleton score: 21.470548629760742, visited nodes (%): 99.0, solving time (ms): 31207.0, median approximation score: 0.0]
[  316] EDF [score: 10969.0849609375, median singleton score: 17.85848045349121, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.8421052396297455]
[  316] BNT [score: 14978.8408203125, median singleton score: 24.435163497924805, visited nodes (%): 97.16667175292969, solving time (ms): 3597.0, median approximation score: 1.0]
[  316] CTS [score: 15381.5390625, median singleton score: 25.107187271118164, visited nodes (%): 99.83333587646484, solving time (ms): 188.0, median approximation score: 0.9599999785423279]
[  316] ANT-e [score: 14104.724609375, median singleton score: 21.391016006469727, visited nodes (%): 99.5, solving time (ms): 31542.0, median approximation score: 0.0]
[  317] EDF [score: 10544.986328125, median singleton score: 16.983428955078125, visited nodes (%): 99.66666412353516, solving time (ms): 16.0, median approximation score: 0.7692308127880096]
[  317] BNT [score: 13800.1552734375, median singleton score: 21.684343338012695, visited nodes (%): 97.16667175292969, solving time (ms): 3357.0, median approximation score: 1.0]
[  317] CTS [score: 14488.4833984375, median singleton score: 22.977008819580078, visited nodes (%): 99.16666412353516, solving time (ms): 164.0, median approximation score: 0.9591666758060455]
[  317] ANT-e [score: 13646.88671875, median singleton score: 20.529254913330078, visited nodes (%): 99.33333587646484, solving time (ms): 29929.0, median approximation score: 0.0]
[  318] EDF [score: 11478.08203125, median singleton score: 18.10504150390625, visited nodes (%): 98.83333587646484, solving time (ms): 17.0, median approximation score: 0.9000000953674316]
[  318] BNT [score: 14638.2841796875, median singleton score: 23.842870712280273, visited nodes (%): 95.66666412353516, solving time (ms): 3674.0, median approximation score: 1.0555554628372192]
[  318] CTS [score: 14558.966796875, median singleton score: 23.212068557739258, visited nodes (%): 98.83333587646484, solving time (ms): 193.0, median approximation score: 0.9583333134651184]
[  318] ANT-e [score: 13772.2373046875, median singleton score: 20.70562744140625, visited nodes (%): 99.5, solving time (ms): 31733.0, median approximation score: 0.0]
[  319] EDF [score: 12157.55859375, median singleton score: 19.22031593322754, visited nodes (%): 99.33333587646484, solving time (ms): 19.0, median approximation score: 0.6499999463558197]
[  319] BNT [score: 19018.84765625, median singleton score: 30.00482940673828, visited nodes (%): 95.66666412353516, solving time (ms): 3637.0, median approximation score: 1.0]
[  319] CTS [score: 21891.6875, median singleton score: 36.16244125366211, visited nodes (%): 98.5, solving time (ms): 202.0, median approximation score: 0.9743589460849762]
[  319] ANT-e [score: 18508.775390625, median singleton score: 25.7706298828125, visited nodes (%): 98.83333587646484, solving time (ms): 32322.0, median approximation score: 0.0]
[  320] EDF [score: 11745.9482421875, median singleton score: 19.248960494995117, visited nodes (%): 98.83333587646484, solving time (ms): 17.0, median approximation score: 0.7272726595401764]
[  320] BNT [score: 16912.896484375, median singleton score: 28.12474822998047, visited nodes (%): 94.83333587646484, solving time (ms): 3370.0, median approximation score: 1.0]
[  320] CTS [score: 18533.794921875, median singleton score: 30.413372039794922, visited nodes (%): 98.83333587646484, solving time (ms): 182.0, median approximation score: 0.9677419662475586]
[  320] ANT-e [score: 16705.650390625, median singleton score: 24.4555606842041, visited nodes (%): 99.0, solving time (ms): 30666.0, median approximation score: 0.0]
[  321] EDF [score: 11140.763671875, median singleton score: 18.219301223754883, visited nodes (%): 99.16666412353516, solving time (ms): 17.0, median approximation score: 0.7500000298023224]
[  321] BNT [score: 15143.240234375, median singleton score: 25.475988388061523, visited nodes (%): 96.0, solving time (ms): 3606.0, median approximation score: 1.0]
[  321] CTS [score: 16299.822265625, median singleton score: 26.99623680114746, visited nodes (%): 99.33333587646484, solving time (ms): 197.0, median approximation score: 0.9629629850387573]
[  321] ANT-e [score: 14728.6630859375, median singleton score: 22.765491485595703, visited nodes (%): 98.83333587646484, solving time (ms): 32123.0, median approximation score: 0.0]
[  322] EDF [score: 11218.4453125, median singleton score: 17.970338821411133, visited nodes (%): 100.0, solving time (ms): 17.0, median approximation score: 0.777777761220932]
[  322] BNT [score: 16024.1953125, median singleton score: 26.301103591918945, visited nodes (%): 96.33332824707031, solving time (ms): 3543.0, median approximation score: 1.0]
[  322] CTS [score: 17227.13671875, median singleton score: 27.64627456665039, visited nodes (%): 99.66666412353516, solving time (ms): 172.0, median approximation score: 0.9666666388511658]
[  322] ANT-e [score: 15400.1005859375, median singleton score: 22.497596740722656, visited nodes (%): 99.66666412353516, solving time (ms): 31791.0, median approximation score: 0.0]
[  323] EDF [score: 11410.4228515625, median singleton score: 18.464448928833008, visited nodes (%): 99.33333587646484, solving time (ms): 19.0, median approximation score: 0.710083931684494]
[  323] BNT [score: 17403.234375, median singleton score: 27.18217658996582, visited nodes (%): 97.0, solving time (ms): 3768.0, median approximation score: 1.0]
[  323] CTS [score: 18325.806640625, median singleton score: 30.53629493713379, visited nodes (%): 98.66667175292969, solving time (ms): 180.0, median approximation score: 0.9666666984558105]
[  323] ANT-e [score: 16509.484375, median singleton score: 24.127592086791992, visited nodes (%): 99.0, solving time (ms): 30824.0, median approximation score: 0.0]
[  324] EDF [score: 11622.076171875, median singleton score: 18.685422897338867, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.7379862070083618]
[  324] BNT [score: 16995.087890625, median singleton score: 26.450056076049805, visited nodes (%): 96.0, solving time (ms): 3601.0, median approximation score: 1.0]
[  324] CTS [score: 18336.12109375, median singleton score: 29.529605865478516, visited nodes (%): 99.0, solving time (ms): 179.0, median approximation score: 0.9687499701976776]
[  324] ANT-e [score: 16038.849609375, median singleton score: 23.757034301757812, visited nodes (%): 99.16666412353516, solving time (ms): 31755.0, median approximation score: 0.0]
[  325] EDF [score: 10693.55859375, median singleton score: 17.406644821166992, visited nodes (%): 99.66666412353516, solving time (ms): 17.0, median approximation score: 0.714285671710968]
[  325] BNT [score: 15245.5419921875, median singleton score: 24.641780853271484, visited nodes (%): 95.66666412353516, solving time (ms): 3596.0, median approximation score: 1.0]
[  325] CTS [score: 16827.24609375, median singleton score: 26.444385528564453, visited nodes (%): 99.5, solving time (ms): 186.0, median approximation score: 0.9655172228813171]
[  325] ANT-e [score: 14986.421875, median singleton score: 22.450761795043945, visited nodes (%): 99.66666412353516, solving time (ms): 31397.0, median approximation score: 0.0]
[  326] EDF [score: 11074.94921875, median singleton score: 18.20684051513672, visited nodes (%): 99.16666412353516, solving time (ms): 17.0, median approximation score: 0.4666665941476822]
[  326] BNT [score: 21333.51953125, median singleton score: 34.734962463378906, visited nodes (%): 93.5, solving time (ms): 3439.0, median approximation score: 1.0]
[  326] CTS [score: 26347.21875, median singleton score: 44.553375244140625, visited nodes (%): 97.5, solving time (ms): 179.0, median approximation score: 0.9761905074119568]
[  326] ANT-e [score: 21934.951171875, median singleton score: 29.53506088256836, visited nodes (%): 98.5, solving time (ms): 31373.0, median approximation score: 0.0]
[  327] EDF [score: 10999.73046875, median singleton score: 17.387855529785156, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.6470588445663452]
[  327] BNT [score: 17096.201171875, median singleton score: 26.288944244384766, visited nodes (%): 96.0, solving time (ms): 3501.0, median approximation score: 1.0]
[  327] CTS [score: 18977.669921875, median singleton score: 29.568790435791016, visited nodes (%): 99.33333587646484, solving time (ms): 201.0, median approximation score: 0.96875]
[  327] ANT-e [score: 16725.337890625, median singleton score: 24.400083541870117, visited nodes (%): 99.0, solving time (ms): 32309.0, median approximation score: 0.0]
[  328] EDF [score: 12277.978515625, median singleton score: 19.71312713623047, visited nodes (%): 99.33333587646484, solving time (ms): 17.0, median approximation score: 0.5384613871574402]
[  328] BNT [score: 21456.67578125, median singleton score: 34.52557373046875, visited nodes (%): 95.16666412353516, solving time (ms): 3652.0, median approximation score: 1.0]
[  328] CTS [score: 25104.185546875, median singleton score: 40.43626022338867, visited nodes (%): 97.5, solving time (ms): 210.0, median approximation score: 0.9756097793579102]
[  328] ANT-e [score: 21638.0625, median singleton score: 31.827486038208008, visited nodes (%): 98.66667175292969, solving time (ms): 31758.0, median approximation score: 0.0]
[  329] EDF [score: 10712.0654296875, median singleton score: 17.4528751373291, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.5735931396484375]
[  329] BNT [score: 18468.13671875, median singleton score: 29.981420516967773, visited nodes (%): 94.83333587646484, solving time (ms): 3542.0, median approximation score: 1.0]
[  329] CTS [score: 21187.248046875, median singleton score: 34.08179473876953, visited nodes (%): 99.66666412353516, solving time (ms): 188.0, median approximation score: 0.9718253910541534]
[  329] ANT-e [score: 18068.197265625, median singleton score: 25.071332931518555, visited nodes (%): 99.33333587646484, solving time (ms): 31199.0, median approximation score: 0.0]
[  330] EDF [score: 11870.76953125, median singleton score: 18.983322143554688, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.617216169834137]
[  330] BNT [score: 19726.8984375, median singleton score: 32.810550689697266, visited nodes (%): 94.16666412353516, solving time (ms): 3769.0, median approximation score: 1.0]
[  330] CTS [score: 22553.2578125, median singleton score: 36.508323669433594, visited nodes (%): 98.5, solving time (ms): 208.0, median approximation score: 0.9746794998645782]
[  330] ANT-e [score: 19049.25, median singleton score: 27.026729583740234, visited nodes (%): 99.0, solving time (ms): 32604.0, median approximation score: 0.0]
[  331] EDF [score: 10659.958984375, median singleton score: 16.764266967773438, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.8333333134651184]
[  331] BNT [score: 13709.154296875, median singleton score: 22.19391632080078, visited nodes (%): 96.83332824707031, solving time (ms): 3404.0, median approximation score: 1.0]
[  331] CTS [score: 14129.3466796875, median singleton score: 22.52448272705078, visited nodes (%): 99.16666412353516, solving time (ms): 196.0, median approximation score: 0.9583333134651184]
[  331] ANT-e [score: 13235.4736328125, median singleton score: 20.391448974609375, visited nodes (%): 99.33333587646484, solving time (ms): 31385.0, median approximation score: 0.0]
[  332] EDF [score: 12127.515625, median singleton score: 19.517133712768555, visited nodes (%): 99.16666412353516, solving time (ms): 18.0, median approximation score: 0.6000000238418579]
[  332] BNT [score: 20397.01953125, median singleton score: 32.7484016418457, visited nodes (%): 93.66666412353516, solving time (ms): 3545.0, median approximation score: 1.0]
[  332] CTS [score: 24548.63671875, median singleton score: 39.82225799560547, visited nodes (%): 97.66667175292969, solving time (ms): 196.0, median approximation score: 0.9777778387069702]
[  332] ANT-e [score: 19962.4453125, median singleton score: 27.58235740661621, visited nodes (%): 98.5, solving time (ms): 2609.0, median approximation score: 0.0]
[  333] EDF [score: 10776.2822265625, median singleton score: 17.095014572143555, visited nodes (%): 99.16666412353516, solving time (ms): 16.0, median approximation score: 0.8461538851261139]
[  333] BNT [score: 14640.484375, median singleton score: 24.55260467529297, visited nodes (%): 94.83333587646484, solving time (ms): 3705.0, median approximation score: 1.0]
[  333] CTS [score: 15716.3369140625, median singleton score: 25.296829223632812, visited nodes (%): 99.0, solving time (ms): 207.0, median approximation score: 0.9655172228813171]
[  333] ANT-e [score: 13973.6416015625, median singleton score: 20.06047821044922, visited nodes (%): 99.16666412353516, solving time (ms): 2830.0, median approximation score: 0.0]
[  334] EDF [score: 11445.6708984375, median singleton score: 18.2843074798584, visited nodes (%): 99.0, solving time (ms): 17.0, median approximation score: 0.5500001311302185]
[  334] BNT [score: 19778.626953125, median singleton score: 32.45685958862305, visited nodes (%): 93.83333587646484, solving time (ms): 3667.0, median approximation score: 1.0]
[  334] CTS [score: 23605.453125, median singleton score: 36.963409423828125, visited nodes (%): 99.16666412353516, solving time (ms): 157.0, median approximation score: 0.9743589758872986]
[  334] ANT-e [score: 19880.7421875, median singleton score: 28.511295318603516, visited nodes (%): 99.16666412353516, solving time (ms): 2651.0, median approximation score: 0.0]
[  335] EDF [score: 10864.0234375, median singleton score: 17.480186462402344, visited nodes (%): 99.83333587646484, solving time (ms): 16.0, median approximation score: 0.5]
[  335] BNT [score: 22210.37109375, median singleton score: 34.518768310546875, visited nodes (%): 96.16666412353516, solving time (ms): 3522.0, median approximation score: 1.0]
[  335] CTS [score: 25546.93359375, median singleton score: 42.16078567504883, visited nodes (%): 98.16667175292969, solving time (ms): 183.0, median approximation score: 0.9756097495555878]
[  335] ANT-e [score: 21294.50390625, median singleton score: 29.16832160949707, visited nodes (%): 99.0, solving time (ms): 30541.0, median approximation score: 0.0]
[  336] EDF [score: 11263.0380859375, median singleton score: 18.13414192199707, visited nodes (%): 99.0, solving time (ms): 17.0, median approximation score: 0.6899038255214691]
[  336] BNT [score: 17491.404296875, median singleton score: 28.087017059326172, visited nodes (%): 95.16666412353516, solving time (ms): 3576.0, median approximation score: 1.0]
[  336] CTS [score: 20053.814453125, median singleton score: 32.408775329589844, visited nodes (%): 98.66667175292969, solving time (ms): 202.0, median approximation score: 0.9714285731315613]
[  336] ANT-e [score: 16978.859375, median singleton score: 24.19419288635254, visited nodes (%): 98.0, solving time (ms): 31702.0, median approximation score: 0.0]
[  337] EDF [score: 11472.58203125, median singleton score: 18.396411895751953, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.6000000238418579]
[  337] BNT [score: 19455.16796875, median singleton score: 31.166484832763672, visited nodes (%): 95.83332824707031, solving time (ms): 3476.0, median approximation score: 1.0]
[  337] CTS [score: 22613.958984375, median singleton score: 36.13835144042969, visited nodes (%): 98.66667175292969, solving time (ms): 177.0, median approximation score: 0.9750000238418579]
[  337] ANT-e [score: 18696.96875, median singleton score: 26.813419342041016, visited nodes (%): 99.0, solving time (ms): 3040.0, median approximation score: 0.0]
[  338] EDF [score: 10466.134765625, median singleton score: 16.92513656616211, visited nodes (%): 99.0, solving time (ms): 16.0, median approximation score: 0.800000011920929]
[  338] BNT [score: 14334.974609375, median singleton score: 23.602079391479492, visited nodes (%): 95.16666412353516, solving time (ms): 3763.0, median approximation score: 1.0]
[  338] CTS [score: 15119.7607421875, median singleton score: 24.730579376220703, visited nodes (%): 99.33333587646484, solving time (ms): 178.0, median approximation score: 0.9615384936332703]
[  338] ANT-e [score: 13945.458984375, median singleton score: 20.5548152923584, visited nodes (%): 99.33333587646484, solving time (ms): 32352.0, median approximation score: 0.0]
[  339] EDF [score: 10694.341796875, median singleton score: 17.168787002563477, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.5454545319080353]
[  339] BNT [score: 19365.94921875, median singleton score: 31.621156692504883, visited nodes (%): 95.83332824707031, solving time (ms): 3591.0, median approximation score: 1.0]
[  339] CTS [score: 22565.037109375, median singleton score: 36.01349639892578, visited nodes (%): 99.16666412353516, solving time (ms): 180.0, median approximation score: 0.9736841917037964]
[  339] ANT-e [score: 18834.419921875, median singleton score: 26.613412857055664, visited nodes (%): 99.5, solving time (ms): 2546.0, median approximation score: 0.0]
[  340] EDF [score: 11586.806640625, median singleton score: 18.646020889282227, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.9230769276618958]
[  340] BNT [score: 13521.4052734375, median singleton score: 23.418399810791016, visited nodes (%): 94.83333587646484, solving time (ms): 3716.0, median approximation score: 1.0000001192092896]
[  340] CTS [score: 13190.81640625, median singleton score: 21.178752899169922, visited nodes (%): 99.16666412353516, solving time (ms): 218.0, median approximation score: 0.9500000476837158]
[  340] ANT-e [score: 12974.9033203125, median singleton score: 20.17749786376953, visited nodes (%): 99.5, solving time (ms): 31781.0, median approximation score: 0.0]
[  341] EDF [score: 11862.9970703125, median singleton score: 19.132526397705078, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.6000000536441803]
[  341] BNT [score: 20821.203125, median singleton score: 33.33075714111328, visited nodes (%): 96.33332824707031, solving time (ms): 3562.0, median approximation score: 1.0]
[  341] CTS [score: 23909.298828125, median singleton score: 38.62108612060547, visited nodes (%): 99.16666412353516, solving time (ms): 180.0, median approximation score: 0.9743589162826538]
[  341] ANT-e [score: 20313.4921875, median singleton score: 29.644567489624023, visited nodes (%): 99.5, solving time (ms): 2606.0, median approximation score: 0.0]
[  342] EDF [score: 11083.7197265625, median singleton score: 17.78696632385254, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.6923076808452606]
[  342] BNT [score: 17389.814453125, median singleton score: 27.518095016479492, visited nodes (%): 95.5, solving time (ms): 3579.0, median approximation score: 1.0]
[  342] CTS [score: 19148.943359375, median singleton score: 31.416831970214844, visited nodes (%): 99.5, solving time (ms): 183.0, median approximation score: 0.970588207244873]
[  342] ANT-e [score: 16746.583984375, median singleton score: 23.985136032104492, visited nodes (%): 99.5, solving time (ms): 30976.0, median approximation score: 0.0]
[  343] EDF [score: 11117.8017578125, median singleton score: 18.24286651611328, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.5384615063667297]
[  343] BNT [score: 21662.33984375, median singleton score: 32.54431915283203, visited nodes (%): 94.16666412353516, solving time (ms): 3550.0, median approximation score: 1.0]
[  343] CTS [score: 26900.67578125, median singleton score: 44.75367736816406, visited nodes (%): 99.16666412353516, solving time (ms): 190.0, median approximation score: 0.978723406791687]
[  343] ANT-e [score: 21028.64453125, median singleton score: 25.682697296142578, visited nodes (%): 99.66666412353516, solving time (ms): 31766.0, median approximation score: 0.0]
[  344] EDF [score: 10720.9599609375, median singleton score: 16.97886085510254, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.8333333134651184]
[  344] BNT [score: 13923.228515625, median singleton score: 22.056743621826172, visited nodes (%): 96.66666412353516, solving time (ms): 3652.0, median approximation score: 1.0]
[  344] CTS [score: 14377.916015625, median singleton score: 22.92917251586914, visited nodes (%): 99.66666412353516, solving time (ms): 190.0, median approximation score: 0.95652174949646]
[  344] ANT-e [score: 13575.474609375, median singleton score: 20.914308547973633, visited nodes (%): 99.16666412353516, solving time (ms): 2931.0, median approximation score: 0.0]
[  345] EDF [score: 11212.76171875, median singleton score: 18.003929138183594, visited nodes (%): 99.66666412353516, solving time (ms): 17.0, median approximation score: 0.727272629737854]
[  345] BNT [score: 16130.5166015625, median singleton score: 26.300220489501953, visited nodes (%): 94.66666412353516, solving time (ms): 3548.0, median approximation score: 1.0]
[  345] CTS [score: 17988.9140625, median singleton score: 29.352529525756836, visited nodes (%): 99.5, solving time (ms): 182.0, median approximation score: 0.9696969985961914]
[  345] ANT-e [score: 15811.0224609375, median singleton score: 22.581266403198242, visited nodes (%): 99.83333587646484, solving time (ms): 30968.0, median approximation score: 0.0]
[  346] EDF [score: 11736.3212890625, median singleton score: 19.048192977905273, visited nodes (%): 100.0, solving time (ms): 18.0, median approximation score: 0.8333333432674408]
[  346] BNT [score: 15646.412109375, median singleton score: 25.862266540527344, visited nodes (%): 95.66666412353516, solving time (ms): 3667.0, median approximation score: 1.0]
[  346] CTS [score: 16530.693359375, median singleton score: 27.027957916259766, visited nodes (%): 99.5, solving time (ms): 188.0, median approximation score: 0.9655172228813171]
[  346] ANT-e [score: 15132.3134765625, median singleton score: 22.644371032714844, visited nodes (%): 99.83333587646484, solving time (ms): 32074.0, median approximation score: 0.0]
[  347] EDF [score: 11929.044921875, median singleton score: 19.151098251342773, visited nodes (%): 99.66666412353516, solving time (ms): 17.0, median approximation score: 0.5555554926395416]
[  347] BNT [score: 21195.953125, median singleton score: 34.32011795043945, visited nodes (%): 94.16666412353516, solving time (ms): 3519.0, median approximation score: 1.0]
[  347] CTS [score: 24478.978515625, median singleton score: 40.121707916259766, visited nodes (%): 97.83333587646484, solving time (ms): 208.0, median approximation score: 0.9750000238418579]
[  347] ANT-e [score: 20887.04296875, median singleton score: 29.6159725189209, visited nodes (%): 98.66667175292969, solving time (ms): 30962.0, median approximation score: 0.0]
[  348] EDF [score: 11137.2587890625, median singleton score: 18.004270553588867, visited nodes (%): 99.66666412353516, solving time (ms): 17.0, median approximation score: 0.6449579894542694]
[  348] BNT [score: 17480.66015625, median singleton score: 28.400339126586914, visited nodes (%): 97.66667175292969, solving time (ms): 3559.0, median approximation score: 1.0]
[  348] CTS [score: 18779.75, median singleton score: 30.716005325317383, visited nodes (%): 98.83333587646484, solving time (ms): 203.0, median approximation score: 0.9687499403953552]
[  348] ANT-e [score: 16729.259765625, median singleton score: 24.294748306274414, visited nodes (%): 99.16666412353516, solving time (ms): 30132.0, median approximation score: 0.0]
[  349] EDF [score: 11965.818359375, median singleton score: 19.57802963256836, visited nodes (%): 99.0, solving time (ms): 18.0, median approximation score: 0.7405328750610352]
[  349] BNT [score: 17052.8125, median singleton score: 28.179624557495117, visited nodes (%): 95.0, solving time (ms): 3538.0, median approximation score: 1.0]
[  349] CTS [score: 18891.2578125, median singleton score: 30.83686637878418, visited nodes (%): 99.5, solving time (ms): 193.0, median approximation score: 0.9701426029205322]
[  349] ANT-e [score: 16773.921875, median singleton score: 25.354684829711914, visited nodes (%): 99.16666412353516, solving time (ms): 31265.0, median approximation score: 0.0]
[  350] EDF [score: 12479.0673828125, median singleton score: 19.890735626220703, visited nodes (%): 99.83333587646484, solving time (ms): 18.0, median approximation score: 0.9166666865348816]
[  350] BNT [score: 14781.326171875, median singleton score: 23.87984848022461, visited nodes (%): 96.83332824707031, solving time (ms): 3624.0, median approximation score: 1.0]
[  350] CTS [score: 14874.3681640625, median singleton score: 24.345260620117188, visited nodes (%): 99.83333587646484, solving time (ms): 190.0, median approximation score: 0.9565217792987823]
[  350] ANT-e [score: 14178.2373046875, median singleton score: 22.395097732543945, visited nodes (%): 99.83333587646484, solving time (ms): 32059.0, median approximation score: 0.0]
[  351] EDF [score: 10791.2919921875, median singleton score: 17.474626541137695, visited nodes (%): 99.5, solving time (ms): 18.0, median approximation score: 0.8571428954601288]
[  351] BNT [score: 13878.115234375, median singleton score: 22.72740936279297, visited nodes (%): 96.33332824707031, solving time (ms): 3506.0, median approximation score: 1.0]
[  351] CTS [score: 13942.853515625, median singleton score: 21.99355125427246, visited nodes (%): 100.0, solving time (ms): 187.0, median approximation score: 0.9555335938930511]
[  351] ANT-e [score: 13336.0703125, median singleton score: 20.661380767822266, visited nodes (%): 99.5, solving time (ms): 30768.0, median approximation score: 0.0]
[  352] EDF [score: 11419.580078125, median singleton score: 18.275104522705078, visited nodes (%): 99.33333587646484, solving time (ms): 17.0, median approximation score: 0.9000000357627869]
[  352] BNT [score: 14447.1396484375, median singleton score: 23.667678833007812, visited nodes (%): 96.16666412353516, solving time (ms): 3549.0, median approximation score: 1.0]
[  352] CTS [score: 14478.8759765625, median singleton score: 22.89806365966797, visited nodes (%): 98.83333587646484, solving time (ms): 188.0, median approximation score: 0.9583333134651184]
[  352] ANT-e [score: 13567.36328125, median singleton score: 20.72646141052246, visited nodes (%): 98.83333587646484, solving time (ms): 2752.0, median approximation score: 0.0]
[  353] EDF [score: 10762.0634765625, median singleton score: 17.576831817626953, visited nodes (%): 99.0, solving time (ms): 17.0, median approximation score: 0.8181818127632141]
[  353] BNT [score: 14130.6728515625, median singleton score: 23.38886070251465, visited nodes (%): 95.66666412353516, solving time (ms): 3590.0, median approximation score: 1.0]
[  353] CTS [score: 14924.16796875, median singleton score: 24.1411190032959, visited nodes (%): 99.16666412353516, solving time (ms): 201.0, median approximation score: 0.9600000381469727]
[  353] ANT-e [score: 13773.1025390625, median singleton score: 21.03038787841797, visited nodes (%): 98.83333587646484, solving time (ms): 2551.0, median approximation score: 0.0]
[  354] EDF [score: 12549.01171875, median singleton score: 20.72011947631836, visited nodes (%): 98.83333587646484, solving time (ms): 16.0, median approximation score: 0.6666666567325592]
[  354] BNT [score: 19704.5703125, median singleton score: 31.380889892578125, visited nodes (%): 94.66666412353516, solving time (ms): 3492.0, median approximation score: 1.0]
[  354] CTS [score: 22475.669921875, median singleton score: 36.0346794128418, visited nodes (%): 99.16666412353516, solving time (ms): 161.0, median approximation score: 0.9743589460849762]
[  354] ANT-e [score: 19404.619140625, median singleton score: 27.356884002685547, visited nodes (%): 98.83333587646484, solving time (ms): 31333.0, median approximation score: 0.0]
[  355] EDF [score: 10207.9775390625, median singleton score: 16.05233383178711, visited nodes (%): 99.66666412353516, solving time (ms): 16.0, median approximation score: 0.5833333134651184]
[  355] BNT [score: 17376.2578125, median singleton score: 27.11823081970215, visited nodes (%): 96.83332824707031, solving time (ms): 3347.0, median approximation score: 1.0]
[  355] CTS [score: 19208.0625, median singleton score: 30.742755889892578, visited nodes (%): 99.33333587646484, solving time (ms): 159.0, median approximation score: 0.9677419066429138]
[  355] ANT-e [score: 17107.72265625, median singleton score: 24.899089813232422, visited nodes (%): 99.5, solving time (ms): 29353.0, median approximation score: 0.0]
[  356] EDF [score: 11660.40625, median singleton score: 18.801424026489258, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.818181723356247]
[  356] BNT [score: 16552.318359375, median singleton score: 26.412988662719727, visited nodes (%): 96.83332824707031, solving time (ms): 3578.0, median approximation score: 1.0]
[  356] CTS [score: 17733.17578125, median singleton score: 27.830400466918945, visited nodes (%): 99.66666412353516, solving time (ms): 172.0, median approximation score: 0.9696969985961914]
[  356] ANT-e [score: 15785.8037109375, median singleton score: 22.310523986816406, visited nodes (%): 99.5, solving time (ms): 31875.0, median approximation score: 0.0]
[  357] EDF [score: 10870.0849609375, median singleton score: 17.25946044921875, visited nodes (%): 99.5, solving time (ms): 17.0, median approximation score: 0.857142835855484]
[  357] BNT [score: 14069.033203125, median singleton score: 22.360740661621094, visited nodes (%): 97.16667175292969, solving time (ms): 3473.0, median approximation score: 1.0]
[  357] CTS [score: 14457.60546875, median singleton score: 22.590511322021484, visited nodes (%): 99.66666412353516, solving time (ms): 175.0, median approximation score: 0.9583333134651184]
[  357] ANT-e [score: 13507.1318359375, median singleton score: 20.346553802490234, visited nodes (%): 99.33333587646484, solving time (ms): 31620.0, median approximation score: 0.0]
[  358] EDF [score: 11517.5263671875, median singleton score: 18.17889404296875, visited nodes (%): 99.83333587646484, solving time (ms): 17.0, median approximation score: 0.628289520740509]
[  358] BNT [score: 18669.353515625, median singleton score: 28.72869873046875, visited nodes (%): 96.33332824707031, solving time (ms): 3539.0, median approximation score: 1.0]
[  358] CTS [score: 20879.216796875, median singleton score: 33.303104400634766, visited nodes (%): 99.66666412353516, solving time (ms): 167.0, median approximation score: 0.9705882668495178]
