Job name        : synthetic-uc_ndcs
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Job Output Follows ...
===============================================================================

[Benchmark] fixed number of agents: 150
[Benchmark] node-to-agent ratios: [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0]
[Benchmark] algorithms: [EDF, BNT, CTS, ANT-e]
[Benchmark] replicates: 100
[Benchmark] problem classes: [UC_NDCS]
[Benchmark] session started

[    1] EDF [score: 4866.22216796875, median singleton score: 30.816852569580078, visited nodes (%): 98.66667175292969, solving time (ms): 76.0, median approximation score: 0.5662278831005096]
[  239] BNT [score: 42482.31640625, median singleton score: 150.17898559570312, visited nodes (%): 59.33333206176758, solving time (ms): 7100.0, median approximation score: 0.2366643100976944]
[  239] CTS [score: 67979.3046875, median singleton score: 176.85491943359375, visited nodes (%): 83.77777862548828, solving time (ms): 343.0, median approximation score: 1.0337088704109192]
[  239] ANT-e [score: 52232.82421875, median singleton score: 113.95342254638672, visited nodes (%): 90.88888549804688, solving time (ms): 48790.0, median approximation score: 0.0]
[  240] EDF [score: 14756.8701171875, median singleton score: 37.01747512817383, visited nodes (%): 86.8888931274414, solving time (ms): 109.0, median approximation score: 0.821428507566452]
[  240] BNT [score: 22771.90625, median singleton score: 58.413848876953125, visited nodes (%): 78.22222137451172, solving time (ms): 7759.0, median approximation score: 1.0740739703178406]
[  240] CTS [score: 24386.34375, median singleton score: 51.87564468383789, visited nodes (%): 98.66667175292969, solving time (ms): 173.0, median approximation score: 1.0754984617233276]
[  240] ANT-e [score: 21437.955078125, median singleton score: 43.73097610473633, visited nodes (%): 98.66667175292969, solving time (ms): 43487.0, median approximation score: 0.0]
[  241] EDF [score: 13748.2802734375, median singleton score: 30.944473266601562, visited nodes (%): 95.55555725097656, solving time (ms): 106.0, median approximation score: 0.6999999582767487]
[  241] BNT [score: 22211.361328125, median singleton score: 47.4846305847168, visited nodes (%): 92.22222137451172, solving time (ms): 6615.0, median approximation score: 1.064036786556244]
[  241] CTS [score: 25679.189453125, median singleton score: 57.29103469848633, visited nodes (%): 96.66666412353516, solving time (ms): 207.0, median approximation score: 1.1044188737869263]
[  241] ANT-e [score: 21126.3828125, median singleton score: 39.743587493896484, visited nodes (%): 97.55555725097656, solving time (ms): 43071.0, median approximation score: 0.0]
[  242] EDF [score: 13507.49609375, median singleton score: 30.296894073486328, visited nodes (%): 94.66666412353516, solving time (ms): 94.0, median approximation score: 0.0]
[  242] BNT [score: 79839.71875, median singleton score: 432.218994140625, visited nodes (%): 46.0, solving time (ms): 4500.0, median approximation score: 0.0]
[  242] CTS [score: 8796.9482421875, median singleton score: 336.14984130859375, visited nodes (%): 5.555555820465088, solving time (ms): 1393.0, median approximation score: 0.0]
[  242] ANT-e [score: 19970.046875, median singleton score: 29.739879608154297, visited nodes (%): 47.77777862548828, solving time (ms): 38467.0, median approximation score: 0.0]
[  243] EDF [score: 14161.076171875, median singleton score: 32.30268859863281, visited nodes (%): 93.1111068725586, solving time (ms): 101.0, median approximation score: 0.8688170611858368]
[  243] BNT [score: 27755.302734375, median singleton score: 70.48798370361328, visited nodes (%): 77.11111450195312, solving time (ms): 5766.0, median approximation score: 1.38095223903656]
[  243] CTS [score: 23397.111328125, median singleton score: 46.87971496582031, visited nodes (%): 98.66667175292969, solving time (ms): 186.0, median approximation score: 1.1081079840660095]
[  243] ANT-e [score: 20486.5546875, median singleton score: 38.7551383972168, visited nodes (%): 98.88888549804688, solving time (ms): 44219.0, median approximation score: 0.0]
[  244] EDF [score: 14978.0693359375, median singleton score: 34.883853912353516, visited nodes (%): 91.33333587646484, solving time (ms): 106.0, median approximation score: 0.4375685900449753]
[  244] BNT [score: 34045.98828125, median singleton score: 85.69700622558594, visited nodes (%): 84.66667175292969, solving time (ms): 6881.0, median approximation score: 1.0]
[  244] CTS [score: 41063.50390625, median singleton score: 92.69268035888672, visited nodes (%): 94.44444274902344, solving time (ms): 237.0, median approximation score: 1.0753036141395569]
[  244] ANT-e [score: 32768.7109375, median singleton score: 61.10447311401367, visited nodes (%): 96.0, solving time (ms): 2076.0, median approximation score: 0.0]
[  245] EDF [score: 13506.05859375, median singleton score: 29.798837661743164, visited nodes (%): 96.88888549804688, solving time (ms): 111.0, median approximation score: 0.7875940203666687]
[  245] BNT [score: 21810.08984375, median singleton score: 51.116554260253906, visited nodes (%): 86.66666412353516, solving time (ms): 6141.0, median approximation score: 1.169047772884369]
[  245] CTS [score: 20911.7109375, median singleton score: 44.04692459106445, visited nodes (%): 99.33333587646484, solving time (ms): 176.0, median approximation score: 1.0648667216300964]
[  245] ANT-e [score: 18964.8125, median singleton score: 36.29370880126953, visited nodes (%): 99.33333587646484, solving time (ms): 41904.0, median approximation score: 0.0]
[  246] EDF [score: 15046.888671875, median singleton score: 36.12885284423828, visited nodes (%): 90.88888549804688, solving time (ms): 107.0, median approximation score: 0.6485293209552765]
[  246] BNT [score: 27962.78515625, median singleton score: 72.97547149658203, visited nodes (%): 69.55555725097656, solving time (ms): 6423.0, median approximation score: 0.9051629900932312]
[  246] CTS [score: 31490.30078125, median singleton score: 65.09989929199219, visited nodes (%): 97.11111450195312, solving time (ms): 179.0, median approximation score: 1.1240386366844177]
[  246] ANT-e [score: 25456.857421875, median singleton score: 47.597267150878906, visited nodes (%): 98.0, solving time (ms): 2160.0, median approximation score: 0.0]
[  247] EDF [score: 14311.7021484375, median singleton score: 31.292774200439453, visited nodes (%): 96.0, solving time (ms): 89.0, median approximation score: 0.3657907247543335]
[  247] BNT [score: 35721.7109375, median singleton score: 87.29259490966797, visited nodes (%): 82.66666412353516, solving time (ms): 5826.0, median approximation score: 0.9263776242733002]
[  247] CTS [score: 46575.9609375, median singleton score: 103.597900390625, visited nodes (%): 93.77777862548828, solving time (ms): 248.0, median approximation score: 1.0843496322631836]
[  247] ANT-e [score: 35547.64453125, median singleton score: 69.47644805908203, visited nodes (%): 94.8888931274414, solving time (ms): 40816.0, median approximation score: 0.0]
[  248] EDF [score: 15138.9072265625, median singleton score: 36.46632766723633, visited nodes (%): 90.0, solving time (ms): 106.0, median approximation score: 0.0]
[  248] BNT [score: 75640.5625, median singleton score: 510.1197509765625, visited nodes (%): 35.77777862548828, solving time (ms): 3804.0, median approximation score: 0.0]
[  248] CTS [score: 8267.6025390625, median singleton score: 391.1776428222656, visited nodes (%): 4.44444465637207, solving time (ms): 1498.0, median approximation score: 0.0]
[  248] ANT-e [score: 65931.125, median singleton score: 166.72842407226562, visited nodes (%): 71.11111450195312, solving time (ms): 43911.0, median approximation score: 0.0]
[  249] EDF [score: 13293.328125, median singleton score: 30.272546768188477, visited nodes (%): 96.22222137451172, solving time (ms): 100.0, median approximation score: 1.1739129424095154]
[  249] BNT [score: 17210.89453125, median singleton score: 46.109466552734375, visited nodes (%): 65.77777862548828, solving time (ms): 5905.0, median approximation score: 1.3478260040283203]
[  249] CTS [score: 10746.2421875, median singleton score: 23.28260040283203, visited nodes (%): 100.0, solving time (ms): 161.0, median approximation score: 0.8888888955116272]
[  249] ANT-e [score: 11828.4013671875, median singleton score: 25.797958374023438, visited nodes (%): 99.33333587646484, solving time (ms): 2093.0, median approximation score: 0.0]
[  250] EDF [score: 14465.451171875, median singleton score: 32.7237548828125, visited nodes (%): 95.11111450195312, solving time (ms): 100.0, median approximation score: 0.8571430146694183]
[  250] BNT [score: 24123.96484375, median singleton score: 59.28643798828125, visited nodes (%): 84.0, solving time (ms): 6272.0, median approximation score: 1.2972974181175232]
[  250] CTS [score: 22366.638671875, median singleton score: 45.175987243652344, visited nodes (%): 98.44444274902344, solving time (ms): 180.0, median approximation score: 1.0960060358047485]
[  250] ANT-e [score: 20078.298828125, median singleton score: 38.70721435546875, visited nodes (%): 99.55555725097656, solving time (ms): 43662.0, median approximation score: 0.0]
[  251] EDF [score: 14013.5556640625, median singleton score: 30.362022399902344, visited nodes (%): 94.8888931274414, solving time (ms): 101.0, median approximation score: 0.6414285600185394]
[  251] BNT [score: 28725.875, median singleton score: 62.65248489379883, visited nodes (%): 87.1111068725586, solving time (ms): 5832.0, median approximation score: 1.2025640606880188]
[  251] CTS [score: 29127.955078125, median singleton score: 60.5731315612793, visited nodes (%): 98.44444274902344, solving time (ms): 166.0, median approximation score: 1.1458966732025146]
[  251] ANT-e [score: 23924.625, median singleton score: 42.29543685913086, visited nodes (%): 98.66667175292969, solving time (ms): 13490.0, median approximation score: 0.0]
[  252] EDF [score: 15095.80078125, median singleton score: 36.30263900756836, visited nodes (%): 87.77777862548828, solving time (ms): 107.0, median approximation score: 0.058834850788116455]
[  252] BNT [score: 77658.828125, median singleton score: 403.16229248046875, visited nodes (%): 46.88888931274414, solving time (ms): 5428.0, median approximation score: 0.0]
[  252] CTS [score: 17541.546875, median singleton score: 290.43865966796875, visited nodes (%): 12.222222328186035, solving time (ms): 1365.0, median approximation score: 0.0]
[  252] ANT-e [score: 32367.978515625, median singleton score: 37.42660903930664, visited nodes (%): 52.0, solving time (ms): 41719.0, median approximation score: 0.0]
[  253] EDF [score: 12622.3857421875, median singleton score: 28.805561065673828, visited nodes (%): 93.77777862548828, solving time (ms): 93.0, median approximation score: 0.5217393338680267]
[  253] BNT [score: 22218.546875, median singleton score: 45.81521224975586, visited nodes (%): 89.11111450195312, solving time (ms): 5787.0, median approximation score: 1.0]
[  253] CTS [score: 27858.556640625, median singleton score: 62.145111083984375, visited nodes (%): 95.55555725097656, solving time (ms): 221.0, median approximation score: 1.105661928653717]
[  253] ANT-e [score: 22329.685546875, median singleton score: 41.18385696411133, visited nodes (%): 97.11111450195312, solving time (ms): 2182.0, median approximation score: 0.0]
[  254] EDF [score: 14312.1962890625, median singleton score: 33.01599884033203, visited nodes (%): 93.33333587646484, solving time (ms): 96.0, median approximation score: 1.0]
[  254] BNT [score: 21636.55859375, median singleton score: 52.38520050048828, visited nodes (%): 83.77777862548828, solving time (ms): 6397.0, median approximation score: 1.352419137954712]
[  254] CTS [score: 18916.455078125, median singleton score: 36.92341613769531, visited nodes (%): 99.55555725097656, solving time (ms): 169.0, median approximation score: 1.0327956676483154]
[  254] ANT-e [score: 16436.67578125, median singleton score: 33.52427673339844, visited nodes (%): 99.33333587646484, solving time (ms): 43643.0, median approximation score: 0.0]
[  255] EDF [score: 12359.662109375, median singleton score: 26.69746971130371, visited nodes (%): 98.44444274902344, solving time (ms): 92.0, median approximation score: 0.8786764442920685]
[  255] BNT [score: 15468.259765625, median singleton score: 33.863250732421875, visited nodes (%): 92.66666412353516, solving time (ms): 5490.0, median approximation score: 1.07019704580307]
[  255] CTS [score: 16064.447265625, median singleton score: 33.53611755371094, visited nodes (%): 99.55555725097656, solving time (ms): 176.0, median approximation score: 1.0]
[  255] ANT-e [score: 14964.296875, median singleton score: 29.55386734008789, visited nodes (%): 98.88888549804688, solving time (ms): 38968.0, median approximation score: 0.0]
[  256] EDF [score: 14214.2783203125, median singleton score: 33.22657012939453, visited nodes (%): 91.77777862548828, solving time (ms): 99.0, median approximation score: 0.3157895803451538]
[  256] BNT [score: 44639.4765625, median singleton score: 88.19618225097656, visited nodes (%): 58.666664123535156, solving time (ms): 5833.0, median approximation score: 0.27527301013469696]
[  256] CTS [score: 57511.671875, median singleton score: 127.93179321289062, visited nodes (%): 92.0, solving time (ms): 291.0, median approximation score: 1.1173341274261475]
[  256] ANT-e [score: 41560.5078125, median singleton score: 76.11080169677734, visited nodes (%): 92.22222137451172, solving time (ms): 2141.0, median approximation score: 0.0]
[  257] EDF [score: 13064.751953125, median singleton score: 28.947406768798828, visited nodes (%): 97.33333587646484, solving time (ms): 97.0, median approximation score: 0.3252905160188675]
[  257] BNT [score: 33789.11328125, median singleton score: 81.85310363769531, visited nodes (%): 86.8888931274414, solving time (ms): 6001.0, median approximation score: 0.98648402094841]
[  257] CTS [score: 46523.1640625, median singleton score: 105.44971466064453, visited nodes (%): 92.66666412353516, solving time (ms): 247.0, median approximation score: 1.0846263766288757]
[  257] ANT-e [score: 34024.38671875, median singleton score: 62.639739990234375, visited nodes (%): 95.11111450195312, solving time (ms): 43392.0, median approximation score: 0.0]
[  258] EDF [score: 14824.1435546875, median singleton score: 33.910728454589844, visited nodes (%): 93.33333587646484, solving time (ms): 101.0, median approximation score: 0.3705703318119049]
[  258] BNT [score: 36584.90234375, median singleton score: 101.09373474121094, visited nodes (%): 78.66667175292969, solving time (ms): 6305.0, median approximation score: 0.9137866497039795]
[  258] CTS [score: 46699.5234375, median singleton score: 108.57286834716797, visited nodes (%): 93.55555725097656, solving time (ms): 270.0, median approximation score: 1.0341904759407043]
[  258] ANT-e [score: 36076.58203125, median singleton score: 70.83000183105469, visited nodes (%): 94.8888931274414, solving time (ms): 2258.0, median approximation score: 0.0]
[  259] EDF [score: 12709.9970703125, median singleton score: 27.111217498779297, visited nodes (%): 96.88888549804688, solving time (ms): 91.0, median approximation score: 0.7763887047767639]
[  259] BNT [score: 18079.62890625, median singleton score: 38.90541076660156, visited nodes (%): 92.8888931274414, solving time (ms): 5393.0, median approximation score: 1.0722997188568115]
[  259] CTS [score: 19366.44140625, median singleton score: 42.02099609375, visited nodes (%): 97.77777862548828, solving time (ms): 193.0, median approximation score: 1.045548677444458]
[  259] ANT-e [score: 17580.751953125, median singleton score: 34.387115478515625, visited nodes (%): 98.0, solving time (ms): 12501.0, median approximation score: 0.0]
[  260] EDF [score: 13818.6484375, median singleton score: 32.946598052978516, visited nodes (%): 92.22222137451172, solving time (ms): 97.0, median approximation score: 0.5426151752471924]
[  260] BNT [score: 25276.4140625, median singleton score: 57.487884521484375, visited nodes (%): 86.66666412353516, solving time (ms): 6488.0, median approximation score: 1.0]
[  260] CTS [score: 31992.54296875, median singleton score: 69.14714050292969, visited nodes (%): 98.0, solving time (ms): 196.0, median approximation score: 1.0635080337524414]
[  260] ANT-e [score: 25225.880859375, median singleton score: 47.081050872802734, visited nodes (%): 98.0, solving time (ms): 43754.0, median approximation score: 0.0]
[  261] EDF [score: 13383.5849609375, median singleton score: 28.8992862701416, visited nodes (%): 97.33333587646484, solving time (ms): 95.0, median approximation score: 0.8095240890979767]
[  261] BNT [score: 17736.64453125, median singleton score: 39.132659912109375, visited nodes (%): 91.55555725097656, solving time (ms): 5464.0, median approximation score: 1.0574175119400024]
[  261] CTS [score: 19321.14453125, median singleton score: 41.739376068115234, visited nodes (%): 98.44444274902344, solving time (ms): 184.0, median approximation score: 1.0652482509613037]
[  261] ANT-e [score: 17208.609375, median singleton score: 35.432037353515625, visited nodes (%): 98.66667175292969, solving time (ms): 40615.0, median approximation score: 0.0]
[  262] EDF [score: 14862.1162109375, median singleton score: 32.870994567871094, visited nodes (%): 95.33332824707031, solving time (ms): 99.0, median approximation score: 0.5499997735023499]
[  262] BNT [score: 27745.28125, median singleton score: 67.03311920166016, visited nodes (%): 88.0, solving time (ms): 6448.0, median approximation score: 1.0270270109176636]
[  262] CTS [score: 32447.783203125, median singleton score: 71.13644409179688, visited nodes (%): 98.22222137451172, solving time (ms): 192.0, median approximation score: 1.0571428537368774]
[  262] ANT-e [score: 27181.419921875, median singleton score: 53.08026885986328, visited nodes (%): 98.66667175292969, solving time (ms): 41480.0, median approximation score: 0.0]
[  263] EDF [score: 14327.23046875, median singleton score: 32.215553283691406, visited nodes (%): 94.44444274902344, solving time (ms): 99.0, median approximation score: 0.38461555540561676]
[  263] BNT [score: 34328.37890625, median singleton score: 93.6148452758789, visited nodes (%): 81.77777862548828, solving time (ms): 6499.0, median approximation score: 0.90586918592453]
[  263] CTS [score: 42471.3125, median singleton score: 97.75064086914062, visited nodes (%): 92.8888931274414, solving time (ms): 253.0, median approximation score: 1.051551878452301]
[  263] ANT-e [score: 33947.26953125, median singleton score: 68.99790954589844, visited nodes (%): 94.8888931274414, solving time (ms): 2056.0, median approximation score: 0.0]
[  264] EDF [score: 14052.4482421875, median singleton score: 31.763526916503906, visited nodes (%): 95.77777862548828, solving time (ms): 101.0, median approximation score: 0.5555555820465088]
[  264] BNT [score: 25331.7265625, median singleton score: 55.825355529785156, visited nodes (%): 91.33333587646484, solving time (ms): 6192.0, median approximation score: 1.0307765007019043]
[  264] CTS [score: 29759.185546875, median singleton score: 64.99893951416016, visited nodes (%): 97.77777862548828, solving time (ms): 180.0, median approximation score: 1.0708019733428955]
[  264] ANT-e [score: 24914.267578125, median singleton score: 48.2012939453125, visited nodes (%): 98.44444274902344, solving time (ms): 41838.0, median approximation score: 0.0]
[  265] EDF [score: 13911.8525390625, median singleton score: 30.181060791015625, visited nodes (%): 97.11111450195312, solving time (ms): 99.0, median approximation score: 0.6510870158672333]
[  265] BNT [score: 23207.5390625, median singleton score: 53.873023986816406, visited nodes (%): 88.8888931274414, solving time (ms): 6150.0, median approximation score: 1.0833333730697632]
[  265] CTS [score: 25214.126953125, median singleton score: 53.647830963134766, visited nodes (%): 98.22222137451172, solving time (ms): 160.0, median approximation score: 1.0909091234207153]
[  265] ANT-e [score: 21857.619140625, median singleton score: 41.85163879394531, visited nodes (%): 99.1111068725586, solving time (ms): 42737.0, median approximation score: 0.0]
[  266] EDF [score: 13648.482421875, median singleton score: 29.215261459350586, visited nodes (%): 98.66667175292969, solving time (ms): 99.0, median approximation score: 0.29128777980804443]
[  266] BNT [score: 41425.796875, median singleton score: 101.31570434570312, visited nodes (%): 88.44444274902344, solving time (ms): 6164.0, median approximation score: 0.9914123713970184]
[  266] CTS [score: 52434.59375, median singleton score: 120.51759338378906, visited nodes (%): 92.66666412353516, solving time (ms): 252.0, median approximation score: 1.0616698265075684]
[  266] ANT-e [score: 39454.0703125, median singleton score: 80.16082763671875, visited nodes (%): 94.66666412353516, solving time (ms): 40864.0, median approximation score: 0.0]
[  267] EDF [score: 12673.3857421875, median singleton score: 27.500905990600586, visited nodes (%): 98.66667175292969, solving time (ms): 94.0, median approximation score: 1.0]
[  267] BNT [score: 14080.2705078125, median singleton score: 31.581562042236328, visited nodes (%): 92.66666412353516, solving time (ms): 5554.0, median approximation score: 1.125]
[  267] CTS [score: 13086.42578125, median singleton score: 27.491853713989258, visited nodes (%): 99.55555725097656, solving time (ms): 149.0, median approximation score: 1.0]
[  267] ANT-e [score: 13221.6806640625, median singleton score: 27.61051368713379, visited nodes (%): 99.77777862548828, solving time (ms): 38860.0, median approximation score: 0.0]
[  268] EDF [score: 11970.484375, median singleton score: 26.05084991455078, visited nodes (%): 97.55555725097656, solving time (ms): 89.0, median approximation score: 1.0]
[  268] BNT [score: 14487.18359375, median singleton score: 32.67897033691406, visited nodes (%): 92.0, solving time (ms): 5682.0, median approximation score: 1.2456894516944885]
[  268] CTS [score: 12362.2158203125, median singleton score: 25.197572708129883, visited nodes (%): 99.77777862548828, solving time (ms): 173.0, median approximation score: 0.964901477098465]
[  268] ANT-e [score: 12906.5556640625, median singleton score: 26.253501892089844, visited nodes (%): 99.55555725097656, solving time (ms): 39772.0, median approximation score: 0.0]
[  269] EDF [score: 14522.5654296875, median singleton score: 32.16599655151367, visited nodes (%): 93.55555725097656, solving time (ms): 100.0, median approximation score: 0.35135118663311005]
[  269] BNT [score: 36351.20703125, median singleton score: 85.8994140625, visited nodes (%): 85.33333587646484, solving time (ms): 6695.0, median approximation score: 1.0]
[  269] CTS [score: 50075.140625, median singleton score: 112.69828796386719, visited nodes (%): 91.11111450195312, solving time (ms): 284.0, median approximation score: 1.0782867670059204]
[  269] ANT-e [score: 35811.0390625, median singleton score: 70.26720428466797, visited nodes (%): 93.55555725097656, solving time (ms): 1942.0, median approximation score: 0.0]
[  270] EDF [score: 13741.205078125, median singleton score: 30.95789909362793, visited nodes (%): 94.8888931274414, solving time (ms): 94.0, median approximation score: 0.16304348409175873]
[  270] BNT [score: 47683.3046875, median singleton score: 108.50877380371094, visited nodes (%): 76.0, solving time (ms): 6524.0, median approximation score: 0.3250284045934677]
[  270] CTS [score: 67148.53125, median singleton score: 190.314208984375, visited nodes (%): 74.0, solving time (ms): 516.0, median approximation score: 1.0]
[  270] ANT-e [score: 56774.26953125, median singleton score: 118.44727325439453, visited nodes (%): 89.77777862548828, solving time (ms): 41456.0, median approximation score: 0.0]
[  271] EDF [score: 14732.3798828125, median singleton score: 35.69255447387695, visited nodes (%): 87.1111068725586, solving time (ms): 100.0, median approximation score: 0.5088335275650024]
[  271] BNT [score: 31656.556640625, median singleton score: 65.4472427368164, visited nodes (%): 55.11111068725586, solving time (ms): 5950.0, median approximation score: 0.3875780403614044]
[  271] CTS [score: 38566.7734375, median singleton score: 82.79652404785156, visited nodes (%): 95.55555725097656, solving time (ms): 219.0, median approximation score: 1.1051394939422607]
[  271] ANT-e [score: 29869.9375, median singleton score: 55.7078971862793, visited nodes (%): 96.0, solving time (ms): 1900.0, median approximation score: 0.0]
[  272] EDF [score: 15012.505859375, median singleton score: 35.16594696044922, visited nodes (%): 90.88888549804688, solving time (ms): 97.0, median approximation score: 0.09285704046487808]
[  272] BNT [score: 64628.65234375, median singleton score: 242.1221160888672, visited nodes (%): 56.44444274902344, solving time (ms): 5582.0, median approximation score: 0.0]
[  272] CTS [score: 35440.67578125, median singleton score: 267.85333251953125, visited nodes (%): 26.666667938232422, solving time (ms): 1228.0, median approximation score: 0.0]
[  272] ANT-e [score: 49810.47265625, median singleton score: 143.80442810058594, visited nodes (%): 63.55555725097656, solving time (ms): 38996.0, median approximation score: 0.0]
[  273] EDF [score: 14724.9599609375, median singleton score: 33.09657669067383, visited nodes (%): 95.55555725097656, solving time (ms): 98.0, median approximation score: 0.0]
[  273] BNT [score: 89785.21875, median singleton score: 545.7532958984375, visited nodes (%): 38.44444274902344, solving time (ms): 4151.0, median approximation score: 0.0]
[  273] CTS [score: 5767.35009765625, median singleton score: 427.7096862792969, visited nodes (%): 2.8888888359069824, solving time (ms): 1388.0, median approximation score: 0.0]
[  273] ANT-e [score: 18382.166015625, median singleton score: 31.841773986816406, visited nodes (%): 42.22222137451172, solving time (ms): 35756.0, median approximation score: 0.0]
[  274] EDF [score: 14302.8935546875, median singleton score: 32.04172897338867, visited nodes (%): 95.11111450195312, solving time (ms): 101.0, median approximation score: 0.25230059027671814]
[  274] BNT [score: 44232.140625, median singleton score: 115.20232391357422, visited nodes (%): 78.22222137451172, solving time (ms): 6435.0, median approximation score: 0.7473005056381226]
[  274] CTS [score: 62462.875, median singleton score: 142.7361297607422, visited nodes (%): 88.66666412353516, solving time (ms): 316.0, median approximation score: 1.0328349471092224]
[  274] ANT-e [score: 46505.36328125, median singleton score: 93.8104019165039, visited nodes (%): 91.77777862548828, solving time (ms): 42585.0, median approximation score: 0.0]
[  275] EDF [score: 14264.74609375, median singleton score: 33.87677764892578, visited nodes (%): 91.33333587646484, solving time (ms): 101.0, median approximation score: 0.5]
[  275] BNT [score: 30306.587890625, median singleton score: 73.26370239257812, visited nodes (%): 77.11111450195312, solving time (ms): 6585.0, median approximation score: 1.0]
[  275] CTS [score: 36252.26953125, median singleton score: 79.70474243164062, visited nodes (%): 96.44444274902344, solving time (ms): 203.0, median approximation score: 1.1428571343421936]
[  275] ANT-e [score: 27551.958984375, median singleton score: 49.74612045288086, visited nodes (%): 96.88888549804688, solving time (ms): 46247.0, median approximation score: 0.0]
[  276] EDF [score: 13563.3330078125, median singleton score: 29.882137298583984, visited nodes (%): 96.44444274902344, solving time (ms): 104.0, median approximation score: 0.9999998509883881]
[  276] BNT [score: 16520.98046875, median singleton score: 38.675601959228516, visited nodes (%): 90.88888549804688, solving time (ms): 6094.0, median approximation score: 1.1538461446762085]
[  276] CTS [score: 15523.15625, median singleton score: 31.92458724975586, visited nodes (%): 98.66667175292969, solving time (ms): 178.0, median approximation score: 1.0]
[  276] ANT-e [score: 15089.630859375, median singleton score: 30.76552391052246, visited nodes (%): 99.55555725097656, solving time (ms): 39286.0, median approximation score: 0.0]
[  277] EDF [score: 15166.376953125, median singleton score: 36.111602783203125, visited nodes (%): 91.11111450195312, solving time (ms): 105.0, median approximation score: 0.7609522640705109]
[  277] BNT [score: 24226.2890625, median singleton score: 71.4668197631836, visited nodes (%): 62.66666793823242, solving time (ms): 5881.0, median approximation score: 0.9252233505249023]
[  277] CTS [score: 25308.337890625, median singleton score: 53.828125, visited nodes (%): 98.88888549804688, solving time (ms): 156.0, median approximation score: 1.0631648302078247]
[  277] ANT-e [score: 22478.728515625, median singleton score: 44.45780944824219, visited nodes (%): 99.1111068725586, solving time (ms): 44484.0, median approximation score: 0.0]
[  278] EDF [score: 13636.40625, median singleton score: 30.03367805480957, visited nodes (%): 95.55555725097656, solving time (ms): 99.0, median approximation score: 0.49999983608722687]
[  278] BNT [score: 27405.7421875, median singleton score: 55.55882263183594, visited nodes (%): 88.22222137451172, solving time (ms): 6159.0, median approximation score: 1.0]
[  278] CTS [score: 34715.56640625, median singleton score: 72.98210144042969, visited nodes (%): 97.55555725097656, solving time (ms): 192.0, median approximation score: 1.079062581062317]
[  278] ANT-e [score: 26963.8359375, median singleton score: 46.73507308959961, visited nodes (%): 97.77777862548828, solving time (ms): 43432.0, median approximation score: 0.0]
[  279] EDF [score: 13329.3623046875, median singleton score: 29.02524185180664, visited nodes (%): 97.11111450195312, solving time (ms): 113.0, median approximation score: 1.0488094091415405]
[  279] BNT [score: 14561.86328125, median singleton score: 37.473201751708984, visited nodes (%): 86.0, solving time (ms): 6349.0, median approximation score: 1.1764706373214722]
[  279] CTS [score: 13457.8798828125, median singleton score: 28.8413143157959, visited nodes (%): 99.55555725097656, solving time (ms): 177.0, median approximation score: 1.0]
[  279] ANT-e [score: 13502.0595703125, median singleton score: 28.499866485595703, visited nodes (%): 99.55555725097656, solving time (ms): 44090.0, median approximation score: 0.0]
[  280] EDF [score: 14014.2294921875, median singleton score: 32.42889404296875, visited nodes (%): 92.8888931274414, solving time (ms): 97.0, median approximation score: 0.4999999701976776]
[  280] BNT [score: 31603.76171875, median singleton score: 85.63524627685547, visited nodes (%): 80.66666412353516, solving time (ms): 6153.0, median approximation score: 1.0675798058509827]
[  280] CTS [score: 34616.703125, median singleton score: 75.63863372802734, visited nodes (%): 95.77777862548828, solving time (ms): 215.0, median approximation score: 1.0710088610649109]
[  280] ANT-e [score: 27591.396484375, median singleton score: 52.930091857910156, visited nodes (%): 97.11111450195312, solving time (ms): 41668.0, median approximation score: 0.0]
[  281] EDF [score: 15157.7177734375, median singleton score: 33.37401580810547, visited nodes (%): 94.0, solving time (ms): 102.0, median approximation score: 0.0]
[  281] BNT [score: 73464.9453125, median singleton score: 513.440673828125, visited nodes (%): 32.44444274902344, solving time (ms): 4594.0, median approximation score: 0.0]
[  281] CTS [score: 0.0, median singleton score: 0.0, visited nodes (%): 0.0, solving time (ms): 5.0, median approximation score: 0.0]
[  281] ANT-e [score: 5017.892578125, median singleton score: 28.982221603393555, visited nodes (%): 36.0, solving time (ms): 2224.0, median approximation score: 0.0]
[  282] EDF [score: 12947.78515625, median singleton score: 27.84891128540039, visited nodes (%): 98.22222137451172, solving time (ms): 91.0, median approximation score: 0.7459676563739777]
[  282] BNT [score: 18270.1953125, median singleton score: 38.55016326904297, visited nodes (%): 93.1111068725586, solving time (ms): 6064.0, median approximation score: 1.0]
[  282] CTS [score: 20721.072265625, median singleton score: 42.525535583496094, visited nodes (%): 98.88888549804688, solving time (ms): 178.0, median approximation score: 1.0615530610084534]
[  282] ANT-e [score: 18191.50390625, median singleton score: 34.836891174316406, visited nodes (%): 98.88888549804688, solving time (ms): 39948.0, median approximation score: 0.0]
[  283] EDF [score: 14846.6845703125, median singleton score: 33.221805572509766, visited nodes (%): 95.55555725097656, solving time (ms): 108.0, median approximation score: 0.763931930065155]
