Job name        : synthetic-superadditive
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Job Output Follows ...
===============================================================================

[Benchmark] fixed number of agents: 150
[Benchmark] node-to-agent ratios: [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0]
[Benchmark] algorithms: [EDF, BNT, CTS, ANT-e]
[Benchmark] replicates: 100
[Benchmark] problem classes: [SUPERADDITIVE]
[Benchmark] session started

[    1] EDF [score: 3619.208740234375, median singleton score: 23.4786376953125, visited nodes (%): 100.0, solving time (ms): 23.0, median approximation score: 0.6875000298023224]
[  527] BNT [score: 29640.009765625, median singleton score: 36.99462890625, visited nodes (%): 80.33333587646484, solving time (ms): 7575.0, median approximation score: 0.964901477098465]
[  527] CTS [score: 38536.01171875, median singleton score: 41.4154052734375, visited nodes (%): 98.44444274902344, solving time (ms): 228.0, median approximation score: 0.9761905074119568]
[  527] ANT-e [score: 33391.84765625, median singleton score: 32.15721893310547, visited nodes (%): 99.0, solving time (ms): 50202.0, median approximation score: 0.0]
[  528] EDF [score: 19903.646484375, median singleton score: 23.498096466064453, visited nodes (%): 91.11111450195312, solving time (ms): 25.0, median approximation score: 0.6000000536441803]
[  528] BNT [score: 30754.34765625, median singleton score: 40.23491287231445, visited nodes (%): 80.77777862548828, solving time (ms): 7532.0, median approximation score: 1.0]
[  528] CTS [score: 39879.0546875, median singleton score: 43.53077697753906, visited nodes (%): 98.66667175292969, solving time (ms): 215.0, median approximation score: 0.976190447807312]
[  528] ANT-e [score: 34428.15625, median singleton score: 31.791717529296875, visited nodes (%): 99.33333587646484, solving time (ms): 52145.0, median approximation score: 0.0]
[  529] EDF [score: 19208.990234375, median singleton score: 22.144287109375, visited nodes (%): 90.22222137451172, solving time (ms): 41.0, median approximation score: 0.6250000894069672]
[  529] BNT [score: 29566.630859375, median singleton score: 38.56999206542969, visited nodes (%): 78.77777862548828, solving time (ms): 7551.0, median approximation score: 0.9784922003746033]
[  529] CTS [score: 38198.53125, median singleton score: 42.025909423828125, visited nodes (%): 97.77777862548828, solving time (ms): 215.0, median approximation score: 0.9767441749572754]
[  529] ANT-e [score: 32642.3125, median singleton score: 31.02448844909668, visited nodes (%): 98.88888549804688, solving time (ms): 51537.0, median approximation score: 0.0]
[  530] EDF [score: 18964.47265625, median singleton score: 22.381694793701172, visited nodes (%): 89.88888549804688, solving time (ms): 25.0, median approximation score: 0.6249999105930328]
[  530] BNT [score: 30454.0703125, median singleton score: 36.534576416015625, visited nodes (%): 82.33333587646484, solving time (ms): 7731.0, median approximation score: 1.0]
[  530] CTS [score: 38060.80859375, median singleton score: 41.04269790649414, visited nodes (%): 97.88888549804688, solving time (ms): 231.0, median approximation score: 0.9756097793579102]
[  530] ANT-e [score: 32862.84375, median singleton score: 30.344478607177734, visited nodes (%): 98.77777862548828, solving time (ms): 3932.0, median approximation score: 0.0]
[  531] EDF [score: 20120.447265625, median singleton score: 23.57518196105957, visited nodes (%): 92.0, solving time (ms): 24.0, median approximation score: 0.6339711248874664]
[  531] BNT [score: 31052.822265625, median singleton score: 39.09475326538086, visited nodes (%): 81.55555725097656, solving time (ms): 7600.0, median approximation score: 1.0]
[  531] CTS [score: 39413.00390625, median singleton score: 42.363426208496094, visited nodes (%): 98.77777862548828, solving time (ms): 230.0, median approximation score: 0.976190447807312]
[  531] ANT-e [score: 33513.26953125, median singleton score: 31.880260467529297, visited nodes (%): 98.33333587646484, solving time (ms): 3860.0, median approximation score: 0.0]
[  532] EDF [score: 19956.419921875, median singleton score: 23.030302047729492, visited nodes (%): 91.88888549804688, solving time (ms): 24.0, median approximation score: 0.6111111044883728]
[  532] BNT [score: 32156.412109375, median singleton score: 39.50442886352539, visited nodes (%): 82.44445037841797, solving time (ms): 7469.0, median approximation score: 1.0]
[  532] CTS [score: 39884.46484375, median singleton score: 41.73223876953125, visited nodes (%): 99.22222137451172, solving time (ms): 196.0, median approximation score: 0.9756097793579102]
[  532] ANT-e [score: 34078.76953125, median singleton score: 32.23200225830078, visited nodes (%): 99.33333587646484, solving time (ms): 3744.0, median approximation score: 0.0]
[  533] EDF [score: 20170.462890625, median singleton score: 23.390226364135742, visited nodes (%): 92.33333587646484, solving time (ms): 24.0, median approximation score: 0.6071427166461945]
[  533] BNT [score: 30988.466796875, median singleton score: 42.21574020385742, visited nodes (%): 78.88888549804688, solving time (ms): 7229.0, median approximation score: 1.0]
[  533] CTS [score: 39963.7890625, median singleton score: 44.045650482177734, visited nodes (%): 98.22222137451172, solving time (ms): 217.0, median approximation score: 0.9756097793579102]
[  533] ANT-e [score: 34203.1484375, median singleton score: 33.90810012817383, visited nodes (%): 98.0, solving time (ms): 3836.0, median approximation score: 0.0]
[  534] EDF [score: 19821.470703125, median singleton score: 22.788787841796875, visited nodes (%): 91.55555725097656, solving time (ms): 24.0, median approximation score: 0.6190476417541504]
[  534] BNT [score: 30861.41796875, median singleton score: 37.7447395324707, visited nodes (%): 81.1111068725586, solving time (ms): 7629.0, median approximation score: 1.0]
[  534] CTS [score: 39126.05078125, median singleton score: 42.276676177978516, visited nodes (%): 98.44444274902344, solving time (ms): 209.0, median approximation score: 0.9759001135826111]
[  534] ANT-e [score: 33116.34765625, median singleton score: 31.92395782470703, visited nodes (%): 99.1111068725586, solving time (ms): 4039.0, median approximation score: 0.0]
[  535] EDF [score: 19611.22265625, median singleton score: 23.313705444335938, visited nodes (%): 90.66667175292969, solving time (ms): 24.0, median approximation score: 0.6111111342906952]
[  535] BNT [score: 31268.3984375, median singleton score: 39.40599060058594, visited nodes (%): 80.66666412353516, solving time (ms): 7214.0, median approximation score: 1.0]
[  535] CTS [score: 39418.0859375, median singleton score: 43.70779800415039, visited nodes (%): 98.22222137451172, solving time (ms): 221.0, median approximation score: 0.9767441749572754]
[  535] ANT-e [score: 34150.07421875, median singleton score: 31.887325286865234, visited nodes (%): 99.0, solving time (ms): 4074.0, median approximation score: 0.0]
[  536] EDF [score: 19657.720703125, median singleton score: 23.018468856811523, visited nodes (%): 90.44444274902344, solving time (ms): 24.0, median approximation score: 0.6211556494235992]
[  536] BNT [score: 29960.806640625, median singleton score: 39.277870178222656, visited nodes (%): 79.22222137451172, solving time (ms): 7142.0, median approximation score: 1.0]
[  536] CTS [score: 39214.5390625, median singleton score: 41.79737091064453, visited nodes (%): 98.88888549804688, solving time (ms): 231.0, median approximation score: 0.9767442047595978]
[  536] ANT-e [score: 32695.1171875, median singleton score: 31.77748680114746, visited nodes (%): 98.77777862548828, solving time (ms): 3687.0, median approximation score: 0.0]
[  537] EDF [score: 19603.474609375, median singleton score: 22.85256576538086, visited nodes (%): 90.77777862548828, solving time (ms): 24.0, median approximation score: 0.6315789222717285]
[  537] BNT [score: 30245.935546875, median singleton score: 41.2292366027832, visited nodes (%): 78.55555725097656, solving time (ms): 7291.0, median approximation score: 1.0]
[  537] CTS [score: 38705.78125, median singleton score: 42.62228775024414, visited nodes (%): 97.88888549804688, solving time (ms): 262.0, median approximation score: 0.9756097793579102]
[  537] ANT-e [score: 33410.2578125, median singleton score: 30.860485076904297, visited nodes (%): 98.33333587646484, solving time (ms): 3630.0, median approximation score: 0.0]
[  538] EDF [score: 19380.365234375, median singleton score: 22.819669723510742, visited nodes (%): 90.44444274902344, solving time (ms): 24.0, median approximation score: 0.6666665375232697]
[  538] BNT [score: 30086.34375, median singleton score: 38.56251525878906, visited nodes (%): 82.33333587646484, solving time (ms): 7354.0, median approximation score: 1.0]
[  538] CTS [score: 38127.4296875, median singleton score: 41.429786682128906, visited nodes (%): 97.66667175292969, solving time (ms): 260.0, median approximation score: 0.9761905074119568]
[  538] ANT-e [score: 31816.0625, median singleton score: 29.988117218017578, visited nodes (%): 98.11111450195312, solving time (ms): 4014.0, median approximation score: 0.0]
[  539] EDF [score: 18872.2734375, median singleton score: 22.567947387695312, visited nodes (%): 89.0, solving time (ms): 24.0, median approximation score: 0.6250000596046448]
[  539] BNT [score: 29695.072265625, median singleton score: 36.71870422363281, visited nodes (%): 79.66667175292969, solving time (ms): 7430.0, median approximation score: 1.0]
[  539] CTS [score: 38099.921875, median singleton score: 41.79716873168945, visited nodes (%): 98.0, solving time (ms): 229.0, median approximation score: 0.976190447807312]
[  539] ANT-e [score: 32365.669921875, median singleton score: 30.73469352722168, visited nodes (%): 98.44444274902344, solving time (ms): 3707.0, median approximation score: 0.0]
[  540] EDF [score: 18831.0703125, median singleton score: 22.760040283203125, visited nodes (%): 88.77777862548828, solving time (ms): 24.0, median approximation score: 0.6060607433319092]
[  540] BNT [score: 30490.35546875, median singleton score: 39.84869384765625, visited nodes (%): 80.1111068725586, solving time (ms): 7701.0, median approximation score: 1.0]
[  540] CTS [score: 38958.46484375, median singleton score: 41.560630798339844, visited nodes (%): 98.66667175292969, solving time (ms): 239.0, median approximation score: 0.9767441749572754]
[  540] ANT-e [score: 33222.0, median singleton score: 31.371734619140625, visited nodes (%): 99.0, solving time (ms): 50851.0, median approximation score: 0.0]
[  541] EDF [score: 19554.138671875, median singleton score: 23.23924446105957, visited nodes (%): 89.55555725097656, solving time (ms): 27.0, median approximation score: 0.6099033355712891]
[  541] BNT [score: 30866.87890625, median singleton score: 39.91650390625, visited nodes (%): 78.88888549804688, solving time (ms): 7616.0, median approximation score: 1.0]
[  541] CTS [score: 40061.68359375, median singleton score: 44.212677001953125, visited nodes (%): 98.55554962158203, solving time (ms): 226.0, median approximation score: 0.9767442047595978]
[  541] ANT-e [score: 34137.69921875, median singleton score: 31.82000732421875, visited nodes (%): 98.66667175292969, solving time (ms): 4551.0, median approximation score: 0.0]
[  542] EDF [score: 19581.41796875, median singleton score: 22.473060607910156, visited nodes (%): 91.66667175292969, solving time (ms): 25.0, median approximation score: 0.6306042075157166]
[  542] BNT [score: 30212.01171875, median singleton score: 35.54414749145508, visited nodes (%): 82.33333587646484, solving time (ms): 8011.0, median approximation score: 1.0]
[  542] CTS [score: 38992.03515625, median singleton score: 40.95088195800781, visited nodes (%): 99.22222137451172, solving time (ms): 227.0, median approximation score: 0.9772726893424988]
[  542] ANT-e [score: 32526.408203125, median singleton score: 30.322336196899414, visited nodes (%): 99.44444274902344, solving time (ms): 52403.0, median approximation score: 0.0]
[  543] EDF [score: 19500.365234375, median singleton score: 23.07136344909668, visited nodes (%): 90.66667175292969, solving time (ms): 24.0, median approximation score: 0.6315791010856628]
[  543] BNT [score: 29884.705078125, median singleton score: 38.94330596923828, visited nodes (%): 79.22222137451172, solving time (ms): 7659.0, median approximation score: 1.0]
[  543] CTS [score: 38129.05078125, median singleton score: 41.220420837402344, visited nodes (%): 97.33333587646484, solving time (ms): 269.0, median approximation score: 0.9761905074119568]
[  543] ANT-e [score: 32560.796875, median singleton score: 30.755699157714844, visited nodes (%): 98.44444274902344, solving time (ms): 4377.0, median approximation score: 0.0]
[  544] EDF [score: 19934.76953125, median singleton score: 23.38321304321289, visited nodes (%): 91.44444274902344, solving time (ms): 25.0, median approximation score: 0.6201923489570618]
[  544] BNT [score: 30355.640625, median singleton score: 38.41852951049805, visited nodes (%): 78.77777862548828, solving time (ms): 7394.0, median approximation score: 1.0]
[  544] CTS [score: 39013.890625, median singleton score: 41.68677520751953, visited nodes (%): 98.77777862548828, solving time (ms): 248.0, median approximation score: 0.9767441749572754]
[  544] ANT-e [score: 32953.85546875, median singleton score: 32.253265380859375, visited nodes (%): 99.1111068725586, solving time (ms): 3647.0, median approximation score: 0.0]
[  545] EDF [score: 18992.07421875, median singleton score: 22.690034866333008, visited nodes (%): 89.33332824707031, solving time (ms): 24.0, median approximation score: 0.6440092325210571]
[  545] BNT [score: 30184.146484375, median singleton score: 38.894107818603516, visited nodes (%): 79.33333587646484, solving time (ms): 7320.0, median approximation score: 1.0]
[  545] CTS [score: 38168.9921875, median singleton score: 40.81240463256836, visited nodes (%): 97.77777862548828, solving time (ms): 253.0, median approximation score: 0.9772727489471436]
[  545] ANT-e [score: 32190.330078125, median singleton score: 29.763534545898438, visited nodes (%): 98.55554962158203, solving time (ms): 3482.0, median approximation score: 0.0]
[  546] EDF [score: 19398.87109375, median singleton score: 23.461854934692383, visited nodes (%): 88.77777862548828, solving time (ms): 23.0, median approximation score: 0.6086957156658173]
[  546] BNT [score: 30953.552734375, median singleton score: 37.95872497558594, visited nodes (%): 80.55555725097656, solving time (ms): 7309.0, median approximation score: 1.0]
[  546] CTS [score: 39577.875, median singleton score: 43.40005111694336, visited nodes (%): 96.88888549804688, solving time (ms): 243.0, median approximation score: 0.9767441749572754]
[  546] ANT-e [score: 33714.89453125, median singleton score: 33.07168960571289, visited nodes (%): 98.22222137451172, solving time (ms): 3743.0, median approximation score: 0.0]
[  547] EDF [score: 19487.822265625, median singleton score: 23.15860366821289, visited nodes (%): 91.33333587646484, solving time (ms): 24.0, median approximation score: 0.6172162294387817]
[  547] BNT [score: 30301.341796875, median singleton score: 41.4803466796875, visited nodes (%): 79.0, solving time (ms): 7087.0, median approximation score: 1.0]
[  547] CTS [score: 38583.40625, median singleton score: 43.23759078979492, visited nodes (%): 97.77777862548828, solving time (ms): 253.0, median approximation score: 0.976190447807312]
[  547] ANT-e [score: 32643.123046875, median singleton score: 30.221843719482422, visited nodes (%): 98.22222137451172, solving time (ms): 3988.0, median approximation score: 0.0]
[  548] EDF [score: 19554.55859375, median singleton score: 23.218263626098633, visited nodes (%): 89.55555725097656, solving time (ms): 23.0, median approximation score: 0.6099033951759338]
[  548] BNT [score: 31135.05078125, median singleton score: 41.45148468017578, visited nodes (%): 79.11111450195312, solving time (ms): 7144.0, median approximation score: 1.0]
[  548] CTS [score: 39693.53125, median singleton score: 43.55794906616211, visited nodes (%): 98.0, solving time (ms): 226.0, median approximation score: 0.9761905074119568]
[  548] ANT-e [score: 34011.84375, median singleton score: 31.866622924804688, visited nodes (%): 98.33333587646484, solving time (ms): 49118.0, median approximation score: 0.0]
[  549] EDF [score: 19767.701171875, median singleton score: 23.458526611328125, visited nodes (%): 90.33332824707031, solving time (ms): 24.0, median approximation score: 0.6111111640930176]
[  549] BNT [score: 31151.806640625, median singleton score: 42.27798080444336, visited nodes (%): 79.77777862548828, solving time (ms): 7204.0, median approximation score: 1.0]
[  549] CTS [score: 39851.17578125, median singleton score: 43.940250396728516, visited nodes (%): 97.88888549804688, solving time (ms): 264.0, median approximation score: 0.9756098091602325]
[  549] ANT-e [score: 33839.30078125, median singleton score: 32.31837844848633, visited nodes (%): 98.33333587646484, solving time (ms): 4114.0, median approximation score: 0.0]
[  550] EDF [score: 19304.04296875, median singleton score: 23.273221969604492, visited nodes (%): 89.11111450195312, solving time (ms): 24.0, median approximation score: 0.6198685765266418]
[  550] BNT [score: 30038.384765625, median singleton score: 39.061859130859375, visited nodes (%): 80.33333587646484, solving time (ms): 7498.0, median approximation score: 1.0]
[  550] CTS [score: 38850.09375, median singleton score: 43.10757827758789, visited nodes (%): 97.88888549804688, solving time (ms): 218.0, median approximation score: 0.9770084619522095]
[  550] ANT-e [score: 32753.4765625, median singleton score: 31.275604248046875, visited nodes (%): 98.55554962158203, solving time (ms): 51177.0, median approximation score: 0.0]
[  551] EDF [score: 19533.736328125, median singleton score: 23.15435218811035, visited nodes (%): 90.11111450195312, solving time (ms): 25.0, median approximation score: 0.6172161400318146]
[  551] BNT [score: 30544.427734375, median singleton score: 39.28110122680664, visited nodes (%): 80.33333587646484, solving time (ms): 7626.0, median approximation score: 1.0]
[  551] CTS [score: 39758.1015625, median singleton score: 42.20075988769531, visited nodes (%): 99.0, solving time (ms): 206.0, median approximation score: 0.9772727489471436]
[  551] ANT-e [score: 33402.42578125, median singleton score: 31.22342300415039, visited nodes (%): 98.77777862548828, solving time (ms): 51868.0, median approximation score: 0.0]
[  552] EDF [score: 19194.646484375, median singleton score: 23.112171173095703, visited nodes (%): 89.0, solving time (ms): 24.0, median approximation score: 0.6414284706115723]
[  552] BNT [score: 29833.396484375, median singleton score: 39.33285903930664, visited nodes (%): 79.44444274902344, solving time (ms): 7445.0, median approximation score: 1.0]
[  552] CTS [score: 39044.82421875, median singleton score: 43.01866912841797, visited nodes (%): 98.33333587646484, solving time (ms): 253.0, median approximation score: 0.9767442345619202]
[  552] ANT-e [score: 32669.552734375, median singleton score: 30.64196014404297, visited nodes (%): 98.44444274902344, solving time (ms): 4597.0, median approximation score: 0.0]
[  553] EDF [score: 19778.37890625, median singleton score: 23.255878448486328, visited nodes (%): 90.77777862548828, solving time (ms): 24.0, median approximation score: 0.615384578704834]
[  553] BNT [score: 31022.615234375, median singleton score: 40.46886444091797, visited nodes (%): 80.77777862548828, solving time (ms): 7306.0, median approximation score: 1.0]
[  553] CTS [score: 39346.24609375, median singleton score: 42.90868377685547, visited nodes (%): 98.66667175292969, solving time (ms): 251.0, median approximation score: 0.9756097793579102]
[  553] ANT-e [score: 33230.99609375, median singleton score: 31.14531135559082, visited nodes (%): 98.66667175292969, solving time (ms): 3750.0, median approximation score: 0.0]
[  554] EDF [score: 19828.875, median singleton score: 23.799545288085938, visited nodes (%): 88.44444274902344, solving time (ms): 24.0, median approximation score: 0.58620685338974]
[  554] BNT [score: 31410.552734375, median singleton score: 38.627418518066406, visited nodes (%): 79.77777862548828, solving time (ms): 7363.0, median approximation score: 0.9666295349597931]
[  554] CTS [score: 40118.4453125, median singleton score: 44.07056427001953, visited nodes (%): 97.0, solving time (ms): 264.0, median approximation score: 0.9756097197532654]
[  554] ANT-e [score: 35146.75390625, median singleton score: 33.736671447753906, visited nodes (%): 98.22222137451172, solving time (ms): 3857.0, median approximation score: 0.0]
[  555] EDF [score: 19799.078125, median singleton score: 22.76333236694336, visited nodes (%): 91.0, solving time (ms): 25.0, median approximation score: 0.6267857849597931]
[  555] BNT [score: 30551.279296875, median singleton score: 39.41154098510742, visited nodes (%): 80.33333587646484, solving time (ms): 7681.0, median approximation score: 1.0]
[  555] CTS [score: 38642.0234375, median singleton score: 42.48222351074219, visited nodes (%): 97.33333587646484, solving time (ms): 267.0, median approximation score: 0.976190447807312]
[  555] ANT-e [score: 32968.30078125, median singleton score: 31.158123016357422, visited nodes (%): 98.44444274902344, solving time (ms): 4428.0, median approximation score: 0.0]
[  556] EDF [score: 19729.3203125, median singleton score: 23.507497787475586, visited nodes (%): 90.11111450195312, solving time (ms): 24.0, median approximation score: 0.6315789818763733]
[  556] BNT [score: 29875.90234375, median singleton score: 41.706302642822266, visited nodes (%): 77.11111450195312, solving time (ms): 7077.0, median approximation score: 1.0]
[  556] CTS [score: 38481.58984375, median singleton score: 41.91361618041992, visited nodes (%): 96.22222137451172, solving time (ms): 242.0, median approximation score: 0.976190447807312]
[  556] ANT-e [score: 32881.90234375, median singleton score: 31.522138595581055, visited nodes (%): 98.11111450195312, solving time (ms): 50093.0, median approximation score: 0.0]
[  557] EDF [score: 20034.69921875, median singleton score: 23.246559143066406, visited nodes (%): 92.22222137451172, solving time (ms): 25.0, median approximation score: 0.611111044883728]
[  557] BNT [score: 30293.34765625, median singleton score: 38.13106918334961, visited nodes (%): 80.33333587646484, solving time (ms): 7269.0, median approximation score: 0.9578900635242462]
[  557] CTS [score: 39393.1796875, median singleton score: 42.55400466918945, visited nodes (%): 98.77777862548828, solving time (ms): 215.0, median approximation score: 0.9761904776096344]
[  557] ANT-e [score: 33864.3828125, median singleton score: 31.897232055664062, visited nodes (%): 99.44444274902344, solving time (ms): 3974.0, median approximation score: 0.0]
[  558] EDF [score: 19437.212890625, median singleton score: 23.486330032348633, visited nodes (%): 88.8888931274414, solving time (ms): 24.0, median approximation score: 0.6315789520740509]
[  558] BNT [score: 29871.091796875, median singleton score: 39.34273910522461, visited nodes (%): 78.22222137451172, solving time (ms): 7409.0, median approximation score: 1.0]
[  558] CTS [score: 39381.1015625, median singleton score: 42.9923210144043, visited nodes (%): 98.88888549804688, solving time (ms): 224.0, median approximation score: 0.9772727489471436]
[  558] ANT-e [score: 32892.515625, median singleton score: 30.544870376586914, visited nodes (%): 99.0, solving time (ms): 51107.0, median approximation score: 0.0]
[  559] EDF [score: 19673.47265625, median singleton score: 22.902116775512695, visited nodes (%): 91.11111450195312, solving time (ms): 25.0, median approximation score: 0.6428570747375488]
[  559] BNT [score: 30953.30859375, median singleton score: 37.9361686706543, visited nodes (%): 82.33333587646484, solving time (ms): 7672.0, median approximation score: 1.0]
[  559] CTS [score: 38552.69140625, median singleton score: 42.18587112426758, visited nodes (%): 97.33333587646484, solving time (ms): 233.0, median approximation score: 0.9772727489471436]
[  559] ANT-e [score: 32414.015625, median singleton score: 30.228361129760742, visited nodes (%): 99.0, solving time (ms): 53141.0, median approximation score: 0.0]
[  560] EDF [score: 19608.853515625, median singleton score: 23.125202178955078, visited nodes (%): 90.66667175292969, solving time (ms): 26.0, median approximation score: 0.6198686957359314]
[  560] BNT [score: 29844.123046875, median singleton score: 38.5576171875, visited nodes (%): 78.0, solving time (ms): 7189.0, median approximation score: 1.0]
[  560] CTS [score: 38895.83203125, median singleton score: 42.44810104370117, visited nodes (%): 97.77777862548828, solving time (ms): 244.0, median approximation score: 0.9761905074119568]
[  560] ANT-e [score: 33194.76953125, median singleton score: 30.569068908691406, visited nodes (%): 98.66667175292969, solving time (ms): 4024.0, median approximation score: 0.0]
[  561] EDF [score: 19258.755859375, median singleton score: 23.461332321166992, visited nodes (%): 88.33333587646484, solving time (ms): 23.0, median approximation score: 0.6086958050727844]
[  561] BNT [score: 30034.857421875, median singleton score: 38.089786529541016, visited nodes (%): 78.33333587646484, solving time (ms): 7199.0, median approximation score: 1.0]
[  561] CTS [score: 39543.07421875, median singleton score: 42.74763488769531, visited nodes (%): 98.0, solving time (ms): 251.0, median approximation score: 0.9770084619522095]
[  561] ANT-e [score: 33385.0234375, median singleton score: 31.77984046936035, visited nodes (%): 98.44444274902344, solving time (ms): 49860.0, median approximation score: 0.0]
[  562] EDF [score: 19428.876953125, median singleton score: 22.810773849487305, visited nodes (%): 91.0, solving time (ms): 24.0, median approximation score: 0.6249998807907104]
[  562] BNT [score: 30587.80859375, median singleton score: 37.43207550048828, visited nodes (%): 82.0, solving time (ms): 7302.0, median approximation score: 1.0]
[  562] CTS [score: 38728.69921875, median singleton score: 41.39109802246094, visited nodes (%): 98.44444274902344, solving time (ms): 226.0, median approximation score: 0.976190447807312]
[  562] ANT-e [score: 33267.7890625, median singleton score: 31.108064651489258, visited nodes (%): 98.66667175292969, solving time (ms): 50539.0, median approximation score: 0.0]
[  563] EDF [score: 19660.1171875, median singleton score: 23.26626205444336, visited nodes (%): 90.33332824707031, solving time (ms): 25.0, median approximation score: 0.6249999105930328]
[  563] BNT [score: 30945.98046875, median singleton score: 40.23894119262695, visited nodes (%): 79.88888549804688, solving time (ms): 7722.0, median approximation score: 1.0]
[  563] CTS [score: 39401.16015625, median singleton score: 42.3714599609375, visited nodes (%): 98.0, solving time (ms): 212.0, median approximation score: 0.9761905074119568]
[  563] ANT-e [score: 33506.3203125, median singleton score: 31.0793514251709, visited nodes (%): 99.22222137451172, solving time (ms): 52138.0, median approximation score: 0.0]
[  564] EDF [score: 19262.3671875, median singleton score: 22.55890655517578, visited nodes (%): 90.33332824707031, solving time (ms): 25.0, median approximation score: 0.6264533698558807]
[  564] BNT [score: 30108.853515625, median singleton score: 38.25220489501953, visited nodes (%): 80.22222900390625, solving time (ms): 7216.0, median approximation score: 1.0]
[  564] CTS [score: 38948.18359375, median singleton score: 42.16788101196289, visited nodes (%): 98.44444274902344, solving time (ms): 225.0, median approximation score: 0.9767441749572754]
[  564] ANT-e [score: 33149.84375, median singleton score: 30.77182388305664, visited nodes (%): 98.44444274902344, solving time (ms): 49898.0, median approximation score: 0.0]
[  565] EDF [score: 19805.53515625, median singleton score: 23.047819137573242, visited nodes (%): 91.33333587646484, solving time (ms): 25.0, median approximation score: 0.6162029802799225]
[  565] BNT [score: 30869.86328125, median singleton score: 39.08211898803711, visited nodes (%): 80.22222900390625, solving time (ms): 7479.0, median approximation score: 1.0]
[  565] CTS [score: 39394.234375, median singleton score: 42.30046081542969, visited nodes (%): 98.22222137451172, solving time (ms): 242.0, median approximation score: 0.9772726893424988]
[  565] ANT-e [score: 33636.87890625, median singleton score: 31.71105194091797, visited nodes (%): 98.22222137451172, solving time (ms): 52624.0, median approximation score: 0.0]
[  566] EDF [score: 19746.697265625, median singleton score: 23.344654083251953, visited nodes (%): 90.33332824707031, solving time (ms): 24.0, median approximation score: 0.6111111342906952]
[  566] BNT [score: 30805.255859375, median singleton score: 38.70945358276367, visited nodes (%): 80.55555725097656, solving time (ms): 7195.0, median approximation score: 1.0]
[  566] CTS [score: 39378.453125, median singleton score: 42.52938461303711, visited nodes (%): 98.66667175292969, solving time (ms): 263.0, median approximation score: 0.9761905074119568]
[  566] ANT-e [score: 33643.078125, median singleton score: 32.30157470703125, visited nodes (%): 98.0, solving time (ms): 49038.0, median approximation score: 0.0]
[  567] EDF [score: 18971.513671875, median singleton score: 22.939037322998047, visited nodes (%): 89.44444274902344, solving time (ms): 24.0, median approximation score: 0.6545092463493347]
[  567] BNT [score: 29907.478515625, median singleton score: 36.43083190917969, visited nodes (%): 81.33333587646484, solving time (ms): 7532.0, median approximation score: 1.0]
[  567] CTS [score: 37702.33203125, median singleton score: 40.85171127319336, visited nodes (%): 97.88888549804688, solving time (ms): 255.0, median approximation score: 0.9767442047595978]
[  567] ANT-e [score: 31773.486328125, median singleton score: 29.078609466552734, visited nodes (%): 98.44444274902344, solving time (ms): 52263.0, median approximation score: 0.0]
[  568] EDF [score: 19571.544921875, median singleton score: 22.71469497680664, visited nodes (%): 91.88888549804688, solving time (ms): 25.0, median approximation score: 0.6250001788139343]
[  568] BNT [score: 30256.880859375, median singleton score: 37.36931610107422, visited nodes (%): 81.1111068725586, solving time (ms): 7483.0, median approximation score: 1.0]
[  568] CTS [score: 38593.5625, median singleton score: 42.27774429321289, visited nodes (%): 98.66667175292969, solving time (ms): 248.0, median approximation score: 0.9767441153526306]
[  568] ANT-e [score: 32905.5234375, median singleton score: 31.265056610107422, visited nodes (%): 98.55554962158203, solving time (ms): 50222.0, median approximation score: 0.0]
[  569] EDF [score: 19577.962890625, median singleton score: 23.345470428466797, visited nodes (%): 90.55555725097656, solving time (ms): 25.0, median approximation score: 0.6428570449352264]
[  569] BNT [score: 30370.650390625, median singleton score: 39.32341384887695, visited nodes (%): 80.55555725097656, solving time (ms): 7382.0, median approximation score: 1.0]
[  569] CTS [score: 39229.48828125, median singleton score: 43.352474212646484, visited nodes (%): 98.55554962158203, solving time (ms): 222.0, median approximation score: 0.9767441749572754]
[  569] ANT-e [score: 32858.4296875, median singleton score: 30.234161376953125, visited nodes (%): 99.44444274902344, solving time (ms): 3990.0, median approximation score: 0.0]
[  570] EDF [score: 19031.060546875, median singleton score: 22.775432586669922, visited nodes (%): 90.66667175292969, solving time (ms): 24.0, median approximation score: 0.6250002384185791]
[  570] BNT [score: 29264.482421875, median singleton score: 38.76465606689453, visited nodes (%): 79.44444274902344, solving time (ms): 7409.0, median approximation score: 1.0]
[  570] CTS [score: 38722.83203125, median singleton score: 41.18717575073242, visited nodes (%): 98.77777862548828, solving time (ms): 237.0, median approximation score: 0.9767441749572754]
[  570] ANT-e [score: 32062.50390625, median singleton score: 30.374584197998047, visited nodes (%): 98.33333587646484, solving time (ms): 4262.0, median approximation score: 0.0]
[  571] EDF [score: 19542.98046875, median singleton score: 22.789112091064453, visited nodes (%): 90.88888549804688, solving time (ms): 24.0, median approximation score: 0.6203347146511078]
[  571] BNT [score: 30622.517578125, median singleton score: 36.54949951171875, visited nodes (%): 83.0, solving time (ms): 7702.0, median approximation score: 1.0]
