Job name        : med-synthetic-uc_agent-based
Num hosts       : 1
Num cores       : 40
Num of tasks    : 1
Job Output Follows ...
===============================================================================

[Benchmark] fixed number of agents: 15
[Benchmark] node-to-agent ratios: [1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0]
[Benchmark] algorithms: [EDF, BNT, CTS, ANT-e]
[Benchmark] replicates: 100
[Benchmark] problem classes: [UC_AGENT_BASED]
[Benchmark] session started

[    1] EDF [score: 304.5690002441406, median singleton score: 17.566539764404297, visited nodes (%): 100.0, solving time (ms): 15.0, median approximation score: 1.0]
[  375] BNT [score: 1327.046630859375, median singleton score: 15.930194854736328, visited nodes (%): 93.33333587646484, solving time (ms): 14.0, median approximation score: 0.0]
[  375] CTS [score: 1844.50146484375, median singleton score: 12.636116027832031, visited nodes (%): 98.33333587646484, solving time (ms): 7.0, median approximation score: 0.0]
[  375] ANT-e [score: 174.85516357421875, median singleton score: 11.165793418884277, visited nodes (%): 18.33333396911621, solving time (ms): 1137.0, median approximation score: 0.0]
[  376] EDF [score: 833.6141357421875, median singleton score: 9.825876235961914, visited nodes (%): 98.33333587646484, solving time (ms): 2.0, median approximation score: 1.5]
[  376] BNT [score: 1332.803466796875, median singleton score: 11.002389907836914, visited nodes (%): 100.0, solving time (ms): 16.0, median approximation score: 1.6666666865348816]
[  376] CTS [score: 1880.08740234375, median singleton score: 10.237936019897461, visited nodes (%): 98.33333587646484, solving time (ms): 6.0, median approximation score: 1.4142856001853943]
[  376] ANT-e [score: 2298.424072265625, median singleton score: 37.57969665527344, visited nodes (%): 98.33333587646484, solving time (ms): 4.0, median approximation score: 0.0]
[  377] EDF [score: 757.3209838867188, median singleton score: 11.223764419555664, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.8750000298023224]
[  377] BNT [score: 1124.1630859375, median singleton score: 13.226775169372559, visited nodes (%): 100.0, solving time (ms): 18.0, median approximation score: 1.0]
[  377] CTS [score: 1584.51513671875, median singleton score: 13.059860229492188, visited nodes (%): 100.0, solving time (ms): 6.0, median approximation score: 0.9999999701976776]
[  377] ANT-e [score: 816.9891967773438, median singleton score: 12.107771873474121, visited nodes (%): 100.0, solving time (ms): 632.0, median approximation score: 0.0]
[  378] EDF [score: 1728.7042236328125, median singleton score: 24.972383499145508, visited nodes (%): 98.33333587646484, solving time (ms): 4.0, median approximation score: 0.5563499629497528]
[  378] BNT [score: 3024.741943359375, median singleton score: 21.81614875793457, visited nodes (%): 96.66666412353516, solving time (ms): 26.0, median approximation score: 0.6906888484954834]
[  378] CTS [score: 2618.73876953125, median singleton score: 26.095212936401367, visited nodes (%): 93.33333587646484, solving time (ms): 7.0, median approximation score: 0.5809820890426636]
[  378] ANT-e [score: 2577.49658203125, median singleton score: 38.96495819091797, visited nodes (%): 98.33333587646484, solving time (ms): 1770.0, median approximation score: 0.0]
[  379] EDF [score: 1099.641357421875, median singleton score: 13.273563385009766, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 1.199999988079071]
[  379] BNT [score: 2178.453857421875, median singleton score: 17.39324188232422, visited nodes (%): 96.66666412353516, solving time (ms): 22.0, median approximation score: 1.4226189255714417]
[  379] CTS [score: 2191.30322265625, median singleton score: 13.008576393127441, visited nodes (%): 90.0, solving time (ms): 6.0, median approximation score: 1.0]
[  379] ANT-e [score: 2913.184814453125, median singleton score: 33.500274658203125, visited nodes (%): 100.0, solving time (ms): 1512.0, median approximation score: 0.0]
[  380] EDF [score: 822.1382446289062, median singleton score: 11.817877769470215, visited nodes (%): 98.33333587646484, solving time (ms): 3.0, median approximation score: 0.625]
[  380] BNT [score: 1318.9959716796875, median singleton score: 14.268282890319824, visited nodes (%): 98.33333587646484, solving time (ms): 20.0, median approximation score: 0.7817460596561432]
[  380] CTS [score: 1306.940185546875, median singleton score: 12.61036205291748, visited nodes (%): 96.66666412353516, solving time (ms): 8.0, median approximation score: 0.5714286863803864]
[  380] ANT-e [score: 1187.3455810546875, median singleton score: 18.362905502319336, visited nodes (%): 98.33333587646484, solving time (ms): 1057.0, median approximation score: 0.0]
[  381] EDF [score: 950.9960327148438, median singleton score: 15.16357135772705, visited nodes (%): 98.33333587646484, solving time (ms): 4.0, median approximation score: 0.9666666686534882]
[  381] BNT [score: 1460.0704345703125, median singleton score: 19.12462615966797, visited nodes (%): 98.33333587646484, solving time (ms): 26.0, median approximation score: 1.3923077583312988]
[  381] CTS [score: 2214.956787109375, median singleton score: 19.060155868530273, visited nodes (%): 98.33333587646484, solving time (ms): 6.0, median approximation score: 1.4285712838172913]
[  381] ANT-e [score: 979.637939453125, median singleton score: 16.306442260742188, visited nodes (%): 98.33333587646484, solving time (ms): 1490.0, median approximation score: 0.0]
[  382] EDF [score: 758.9053955078125, median singleton score: 11.523067474365234, visited nodes (%): 98.33333587646484, solving time (ms): 3.0, median approximation score: 1.4285714626312256]
[  382] BNT [score: 1236.09912109375, median singleton score: 13.962251663208008, visited nodes (%): 98.33333587646484, solving time (ms): 16.0, median approximation score: 2.1000001430511475]
[  382] CTS [score: 1354.7830810546875, median singleton score: 12.00258731842041, visited nodes (%): 98.33333587646484, solving time (ms): 5.0, median approximation score: 1.5857142210006714]
[  382] ANT-e [score: 1104.010009765625, median singleton score: 11.694096565246582, visited nodes (%): 98.33333587646484, solving time (ms): 1396.0, median approximation score: 0.0]
[  383] EDF [score: 1359.78955078125, median singleton score: 21.45446014404297, visited nodes (%): 96.66666412353516, solving time (ms): 4.0, median approximation score: 1.399999976158142]
[  383] BNT [score: 1859.071044921875, median singleton score: 25.394824981689453, visited nodes (%): 96.66666412353516, solving time (ms): 22.0, median approximation score: 1.6333332657814026]
[  383] CTS [score: 1981.8721923828125, median singleton score: 21.48982048034668, visited nodes (%): 88.33333587646484, solving time (ms): 8.0, median approximation score: 1.4000000953674316]
[  383] ANT-e [score: 1101.227294921875, median singleton score: 16.869552612304688, visited nodes (%): 98.33333587646484, solving time (ms): 1631.0, median approximation score: 0.0]
[  384] EDF [score: 1060.7159423828125, median singleton score: 14.336969375610352, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 1.0]
[  384] BNT [score: 2247.385009765625, median singleton score: 15.476022720336914, visited nodes (%): 98.33333587646484, solving time (ms): 21.0, median approximation score: 1.0416666865348816]
[  384] CTS [score: 2469.54931640625, median singleton score: 13.56663703918457, visited nodes (%): 96.66666412353516, solving time (ms): 8.0, median approximation score: 0.8619047999382019]
[  384] ANT-e [score: 6491.34912109375, median singleton score: 89.20060729980469, visited nodes (%): 95.0, solving time (ms): 7.0, median approximation score: 0.0]
[  385] EDF [score: 1021.9901733398438, median singleton score: 14.140499114990234, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.14453579485416412]
[  385] BNT [score: 1505.9024658203125, median singleton score: 20.740480422973633, visited nodes (%): 98.33333587646484, solving time (ms): 21.0, median approximation score: 0.21341050416231155]
[  385] CTS [score: 1753.6109619140625, median singleton score: 14.69067096710205, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 0.1706349477171898]
[  385] ANT-e [score: 5703.1376953125, median singleton score: 92.69831848144531, visited nodes (%): 98.33333587646484, solving time (ms): 4.0, median approximation score: 0.0]
[  386] EDF [score: 1404.233154296875, median singleton score: 22.406719207763672, visited nodes (%): 98.33333587646484, solving time (ms): 5.0, median approximation score: 1.0]
[  386] BNT [score: 2358.247802734375, median singleton score: 35.0401725769043, visited nodes (%): 88.33333587646484, solving time (ms): 30.0, median approximation score: 1.2916666865348816]
[  386] CTS [score: 2931.328857421875, median singleton score: 29.248796463012695, visited nodes (%): 98.33333587646484, solving time (ms): 8.0, median approximation score: 1.1010101437568665]
[  386] ANT-e [score: 1316.2969970703125, median singleton score: 22.613088607788086, visited nodes (%): 98.33333587646484, solving time (ms): 1550.0, median approximation score: 0.0]
[  387] EDF [score: 709.7709350585938, median singleton score: 9.54233455657959, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.38749997317790985]
[  387] BNT [score: 853.0408935546875, median singleton score: 10.692317008972168, visited nodes (%): 100.0, solving time (ms): 19.0, median approximation score: 0.544973611831665]
[  387] CTS [score: 737.4158325195312, median singleton score: 7.570523738861084, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.3046218305826187]
[  387] ANT-e [score: 1487.1787109375, median singleton score: 24.95928955078125, visited nodes (%): 100.0, solving time (ms): 880.0, median approximation score: 0.0]
[  388] EDF [score: 863.2933349609375, median singleton score: 14.087082862854004, visited nodes (%): 88.33333587646484, solving time (ms): 2.0, median approximation score: 0.04387577623128891]
[  388] BNT [score: 1916.7645263671875, median singleton score: 16.582271575927734, visited nodes (%): 86.66666412353516, solving time (ms): 14.0, median approximation score: 0.0575930904597044]
[  388] CTS [score: 1771.16357421875, median singleton score: 10.562005043029785, visited nodes (%): 98.33333587646484, solving time (ms): 8.0, median approximation score: 0.027467993088066578]
[  388] ANT-e [score: 8101.572265625, median singleton score: 191.1497344970703, visited nodes (%): 66.66667175292969, solving time (ms): 1646.0, median approximation score: 0.0]
[  389] EDF [score: 689.4210205078125, median singleton score: 9.041053771972656, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 1.8749999403953552]
[  389] BNT [score: 1185.7789306640625, median singleton score: 12.394914627075195, visited nodes (%): 100.0, solving time (ms): 15.0, median approximation score: 2.333333134651184]
[  389] CTS [score: 1678.048095703125, median singleton score: 12.608946800231934, visited nodes (%): 100.0, solving time (ms): 7.0, median approximation score: 2.166666626930237]
[  389] ANT-e [score: 6316.30859375, median singleton score: 83.37785339355469, visited nodes (%): 96.66666412353516, solving time (ms): 5.0, median approximation score: 0.0]
[  390] EDF [score: 1020.3247680664062, median singleton score: 13.299605369567871, visited nodes (%): 100.0, solving time (ms): 2.0, median approximation score: 0.8888888955116272]
[  390] BNT [score: 1494.4849853515625, median singleton score: 15.853683471679688, visited nodes (%): 100.0, solving time (ms): 22.0, median approximation score: 1.1041666269302368]
[  390] CTS [score: 1563.86865234375, median singleton score: 11.582975387573242, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 0.8541666865348816]
[  390] ANT-e [score: 936.0599365234375, median singleton score: 15.650259017944336, visited nodes (%): 100.0, solving time (ms): 1522.0, median approximation score: 0.0]
[  391] EDF [score: 930.4113159179688, median singleton score: 14.041433334350586, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.5124998986721039]
[  391] BNT [score: 1186.7969970703125, median singleton score: 15.408379554748535, visited nodes (%): 100.0, solving time (ms): 20.0, median approximation score: 0.6809093058109283]
[  391] CTS [score: 1454.1622314453125, median singleton score: 16.31975555419922, visited nodes (%): 100.0, solving time (ms): 6.0, median approximation score: 0.6171404719352722]
[  391] ANT-e [score: 1827.384765625, median singleton score: 31.622058868408203, visited nodes (%): 95.0, solving time (ms): 385.0, median approximation score: 0.0]
[  392] EDF [score: 578.1602172851562, median singleton score: 8.695913314819336, visited nodes (%): 100.0, solving time (ms): 2.0, median approximation score: 1.2916666269302368]
[  392] BNT [score: 886.3151245117188, median singleton score: 10.116857528686523, visited nodes (%): 96.66666412353516, solving time (ms): 19.0, median approximation score: 1.5999999046325684]
[  392] CTS [score: 1777.193359375, median singleton score: 8.226419448852539, visited nodes (%): 100.0, solving time (ms): 7.0, median approximation score: 1.1666666269302368]
[  392] ANT-e [score: 1775.4373779296875, median singleton score: 12.575638771057129, visited nodes (%): 100.0, solving time (ms): 719.0, median approximation score: 0.0]
[  393] EDF [score: 725.1497802734375, median singleton score: 10.597404479980469, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 1.25]
[  393] BNT [score: 1029.5098876953125, median singleton score: 12.843305587768555, visited nodes (%): 100.0, solving time (ms): 16.0, median approximation score: 1.8750001788139343]
[  393] CTS [score: 1820.166015625, median singleton score: 15.349239349365234, visited nodes (%): 100.0, solving time (ms): 7.0, median approximation score: 1.9285712838172913]
[  393] ANT-e [score: 1518.1519775390625, median singleton score: 19.69718360900879, visited nodes (%): 100.0, solving time (ms): 1391.0, median approximation score: 0.0]
[  394] EDF [score: 988.9185180664062, median singleton score: 15.100051879882812, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.8208556473255157]
[  394] BNT [score: 1757.64697265625, median singleton score: 20.896785736083984, visited nodes (%): 100.0, solving time (ms): 21.0, median approximation score: 0.881944477558136]
[  394] CTS [score: 1744.4971923828125, median singleton score: 15.929727554321289, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.9128788113594055]
[  394] ANT-e [score: 1255.31494140625, median singleton score: 18.248443603515625, visited nodes (%): 100.0, solving time (ms): 1508.0, median approximation score: 0.0]
[  395] EDF [score: 930.6221313476562, median singleton score: 14.24472427368164, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 1.0]
[  395] BNT [score: 1278.732421875, median singleton score: 19.318559646606445, visited nodes (%): 98.33333587646484, solving time (ms): 30.0, median approximation score: 1.2361111044883728]
[  395] CTS [score: 1849.3282470703125, median singleton score: 16.680477142333984, visited nodes (%): 100.0, solving time (ms): 6.0, median approximation score: 1.1458333134651184]
[  395] ANT-e [score: 1446.922607421875, median singleton score: 22.603395462036133, visited nodes (%): 100.0, solving time (ms): 1636.0, median approximation score: 0.0]
[  396] EDF [score: 1562.745849609375, median singleton score: 16.948991775512695, visited nodes (%): 95.0, solving time (ms): 4.0, median approximation score: 0.062895517796278]
[  396] BNT [score: 2154.941162109375, median singleton score: 19.763986587524414, visited nodes (%): 96.66666412353516, solving time (ms): 25.0, median approximation score: 0.0852300226688385]
[  396] CTS [score: 2100.267333984375, median singleton score: 23.02090072631836, visited nodes (%): 96.66666412353516, solving time (ms): 5.0, median approximation score: 0.07698830217123032]
[  396] ANT-e [score: 8972.4453125, median singleton score: 180.52044677734375, visited nodes (%): 76.66666412353516, solving time (ms): 1553.0, median approximation score: 0.0]
[  397] EDF [score: 1133.642333984375, median singleton score: 14.721121788024902, visited nodes (%): 98.33333587646484, solving time (ms): 4.0, median approximation score: 0.04185277596116066]
[  397] BNT [score: 2570.281005859375, median singleton score: 19.453506469726562, visited nodes (%): 95.0, solving time (ms): 23.0, median approximation score: 0.0550558976829052]
[  397] CTS [score: 2536.603271484375, median singleton score: 15.405029296875, visited nodes (%): 96.66666412353516, solving time (ms): 8.0, median approximation score: 0.015612319111824036]
[  397] ANT-e [score: 8563.267578125, median singleton score: 166.77203369140625, visited nodes (%): 73.33333587646484, solving time (ms): 1676.0, median approximation score: 0.0]
[  398] EDF [score: 944.47412109375, median singleton score: 12.999383926391602, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.4292762279510498]
[  398] BNT [score: 1692.7216796875, median singleton score: 14.500959396362305, visited nodes (%): 100.0, solving time (ms): 17.0, median approximation score: 0.442307785153389]
[  398] CTS [score: 827.737548828125, median singleton score: 9.867121696472168, visited nodes (%): 98.33333587646484, solving time (ms): 8.0, median approximation score: 0.29411762952804565]
[  398] ANT-e [score: 8575.5888671875, median singleton score: 89.43307495117188, visited nodes (%): 95.0, solving time (ms): 99.0, median approximation score: 0.0]
[  399] EDF [score: 1173.88818359375, median singleton score: 18.82791519165039, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.7804487943649292]
[  399] BNT [score: 1993.0628662109375, median singleton score: 21.4910888671875, visited nodes (%): 100.0, solving time (ms): 26.0, median approximation score: 0.9722222089767456]
[  399] CTS [score: 1527.479248046875, median singleton score: 18.790830612182617, visited nodes (%): 96.66666412353516, solving time (ms): 8.0, median approximation score: 0.8819444477558136]
[  399] ANT-e [score: 3965.302001953125, median singleton score: 54.730960845947266, visited nodes (%): 100.0, solving time (ms): 1420.0, median approximation score: 0.0]
[  400] EDF [score: 1358.1751708984375, median singleton score: 19.03962516784668, visited nodes (%): 100.0, solving time (ms): 3.0, median approximation score: 0.5477273464202881]
[  400] BNT [score: 1681.8515625, median singleton score: 18.51040267944336, visited nodes (%): 98.33333587646484, solving time (ms): 17.0, median approximation score: 0.6195090413093567]
[  400] CTS [score: 2319.260009765625, median singleton score: 18.68548011779785, visited nodes (%): 100.0, solving time (ms): 6.0, median approximation score: 0.49285702407360077]
[  400] ANT-e [score: 2433.719482421875, median singleton score: 38.1027946472168, visited nodes (%): 100.0, solving time (ms): 1454.0, median approximation score: 0.0]

UC_AGENT_BASED-4.0 EDF [score: 1035.6992 +- [86.8965 47.4136], median singleton score: 14.7059 +- [0.9784 0.6644], visited nodes (%): 100.0000 +- [0.0000 0.0000], solving time (ms): 3.0000 +- [1.0000 0.0000], median approximation score: 0.7500 +- [0.2500 0.2186]]
UC_AGENT_BASED-4.0 BNT [score: 1684.9849 +- [231.7797 170.9188], median singleton score: 18.5811 +- [1.1829 1.6079], visited nodes (%): 98.3333 +- [0.0000 1.6667], solving time (ms): 21.0000 +- [1.0000 1.0000], median approximation score: 0.9135 +- [0.3470 0.2469]]
UC_AGENT_BASED-4.0 CTS [score: 2029.1185 +- [186.4437 234.7861], median singleton score: 15.6604 +- [1.6854 2.0938], visited nodes (%): 100.0000 +- [0.0000 1.6667], solving time (ms): 7.0000 +- [0.0000 1.0000], median approximation score: 0.8045 +- [0.1543 0.2937]]
UC_AGENT_BASED-4.0 ANT-e [score: 2027.0439 +- [1339.7396 496.2432], median singleton score: 28.9547 +- [19.7389 6.6451], visited nodes (%): 98.3333 +- [1.6667 0.0000], solving time (ms): 1419.5000 +- [88.5000 105.5000]]

[  401] EDF [score: 1353.218017578125, median singleton score: 15.304442405700684, visited nodes (%): 98.66667175292969, solving time (ms): 5.0, median approximation score: 1.499999761581421]
[  401] BNT [score: 2097.95849609375, median singleton score: 21.66927719116211, visited nodes (%): 94.66666412353516, solving time (ms): 32.0, median approximation score: 2.125]
[  401] CTS [score: 3232.685546875, median singleton score: 24.170146942138672, visited nodes (%): 97.33333587646484, solving time (ms): 7.0, median approximation score: 2.222221612930298]
[  401] ANT-e [score: 6879.19580078125, median singleton score: 60.94484329223633, visited nodes (%): 94.66666412353516, solving time (ms): 6.0, median approximation score: 0.0]
[  402] EDF [score: 1474.8939208984375, median singleton score: 16.82686424255371, visited nodes (%): 100.0, solving time (ms): 6.0, median approximation score: 1.857142686843872]
[  402] BNT [score: 1747.4075927734375, median singleton score: 21.731060028076172, visited nodes (%): 89.33332824707031, solving time (ms): 55.0, median approximation score: 2.250000238418579]
[  402] CTS [score: 2331.375244140625, median singleton score: 20.699172973632812, visited nodes (%): 98.66667175292969, solving time (ms): 9.0, median approximation score: 2.000000238418579]
[  402] ANT-e [score: 2165.15576171875, median singleton score: 26.999954223632812, visited nodes (%): 100.0, solving time (ms): 1822.0, median approximation score: 0.0]
[  403] EDF [score: 1798.140380859375, median singleton score: 14.74468994140625, visited nodes (%): 94.66666412353516, solving time (ms): 4.0, median approximation score: 0.0]
[  403] BNT [score: 2315.3271484375, median singleton score: 20.472990036010742, visited nodes (%): 92.0, solving time (ms): 25.0, median approximation score: 0.0]
[  403] CTS [score: 1775.50830078125, median singleton score: 17.859813690185547, visited nodes (%): 94.66666412353516, solving time (ms): 9.0, median approximation score: 0.0]
[  403] ANT-e [score: 10411.5986328125, median singleton score: 361.0465393066406, visited nodes (%): 45.333335876464844, solving time (ms): 1828.0, median approximation score: 0.0]
[  404] EDF [score: 1311.255126953125, median singleton score: 15.576696395874023, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 0.4615383446216583]
[  404] BNT [score: 2120.4384765625, median singleton score: 20.492061614990234, visited nodes (%): 93.33333587646484, solving time (ms): 42.0, median approximation score: 0.6216215491294861]
[  404] CTS [score: 3385.537841796875, median singleton score: 18.042930603027344, visited nodes (%): 98.66667175292969, solving time (ms): 6.0, median approximation score: 0.6190476417541504]
[  404] ANT-e [score: 4215.78271484375, median singleton score: 34.63047790527344, visited nodes (%): 98.66667175292969, solving time (ms): 6.0, median approximation score: 0.0]
[  405] EDF [score: 1311.716064453125, median singleton score: 14.6454439163208, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 0.5357142686843872]
[  405] BNT [score: 2056.683349609375, median singleton score: 20.073646545410156, visited nodes (%): 96.0, solving time (ms): 36.0, median approximation score: 0.882352888584137]
[  405] CTS [score: 2823.88720703125, median singleton score: 29.500606536865234, visited nodes (%): 97.33333587646484, solving time (ms): 7.0, median approximation score: 1.0]
[  405] ANT-e [score: 1950.6983642578125, median singleton score: 23.9860897064209, visited nodes (%): 100.0, solving time (ms): 1960.0, median approximation score: 0.0]
[  406] EDF [score: 1610.273193359375, median singleton score: 15.132766723632812, visited nodes (%): 100.0, solving time (ms): 6.0, median approximation score: 0.16304364800453186]
[  406] BNT [score: 2577.021240234375, median singleton score: 20.47146987915039, visited nodes (%): 96.0, solving time (ms): 43.0, median approximation score: 0.2413792461156845]
[  406] CTS [score: 2263.986572265625, median singleton score: 16.182449340820312, visited nodes (%): 100.0, solving time (ms): 7.0, median approximation score: 0.1956520825624466]
[  406] ANT-e [score: 6845.572265625, median singleton score: 85.28233337402344, visited nodes (%): 98.66667175292969, solving time (ms): 1231.0, median approximation score: 0.0]
[  407] EDF [score: 1371.1492919921875, median singleton score: 12.14124870300293, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 0.24324314296245575]
[  407] BNT [score: 2123.71826171875, median singleton score: 21.65543556213379, visited nodes (%): 93.33333587646484, solving time (ms): 44.0, median approximation score: 0.35384607315063477]
[  407] CTS [score: 2430.9189453125, median singleton score: 12.645660400390625, visited nodes (%): 98.66667175292969, solving time (ms): 8.0, median approximation score: 0.34883683919906616]
[  407] ANT-e [score: 4561.10205078125, median singleton score: 55.495845794677734, visited nodes (%): 100.0, solving time (ms): 1758.0, median approximation score: 0.0]
[  408] EDF [score: 1204.148681640625, median singleton score: 13.91982364654541, visited nodes (%): 97.33333587646484, solving time (ms): 5.0, median approximation score: 0.15584410727024078]
[  408] BNT [score: 1767.03076171875, median singleton score: 16.84380531311035, visited nodes (%): 94.66666412353516, solving time (ms): 30.0, median approximation score: 0.17647066712379456]
[  408] CTS [score: 2113.8642578125, median singleton score: 17.473236083984375, visited nodes (%): 98.66667175292969, solving time (ms): 5.0, median approximation score: 0.2115381956100464]
[  408] ANT-e [score: 6202.9208984375, median singleton score: 81.27837371826172, visited nodes (%): 97.33333587646484, solving time (ms): 1747.0, median approximation score: 0.0]
[  409] EDF [score: 1074.9208984375, median singleton score: 13.2526216506958, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 1.0]
[  409] BNT [score: 1431.3841552734375, median singleton score: 17.520061492919922, visited nodes (%): 100.0, solving time (ms): 28.0, median approximation score: 1.2727274894714355]
[  409] CTS [score: 2428.021484375, median singleton score: 12.800275802612305, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 1.100000023841858]
[  409] ANT-e [score: 1338.173095703125, median singleton score: 16.340351104736328, visited nodes (%): 100.0, solving time (ms): 1927.0, median approximation score: 0.0]
[  410] EDF [score: 1858.1651611328125, median singleton score: 23.01865005493164, visited nodes (%): 97.33333587646484, solving time (ms): 7.0, median approximation score: 0.5428568720817566]
[  410] BNT [score: 3071.349365234375, median singleton score: 35.232444763183594, visited nodes (%): 92.0, solving time (ms): 57.0, median approximation score: 0.7333334684371948]
[  410] CTS [score: 3313.996826171875, median singleton score: 32.10361862182617, visited nodes (%): 98.66667175292969, solving time (ms): 7.0, median approximation score: 0.7500001192092896]
[  410] ANT-e [score: 5745.32421875, median singleton score: 71.1491470336914, visited nodes (%): 98.66667175292969, solving time (ms): 2573.0, median approximation score: 0.0]
[  411] EDF [score: 1121.003173828125, median singleton score: 14.048736572265625, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 1.6666667461395264]
[  411] BNT [score: 1940.0455322265625, median singleton score: 19.02593421936035, visited nodes (%): 92.0, solving time (ms): 36.0, median approximation score: 2.1999998092651367]
[  411] CTS [score: 1952.243896484375, median singleton score: 11.932165145874023, visited nodes (%): 100.0, solving time (ms): 8.0, median approximation score: 1.8571429252624512]
[  411] ANT-e [score: 7404.9169921875, median singleton score: 108.55488586425781, visited nodes (%): 92.0, solving time (ms): 8.0, median approximation score: 0.0]
[  412] EDF [score: 1442.3475341796875, median singleton score: 13.518512725830078, visited nodes (%): 98.66667175292969, solving time (ms): 4.0, median approximation score: 0.0]
[  412] BNT [score: 2376.438232421875, median singleton score: 18.34136390686035, visited nodes (%): 93.33333587646484, solving time (ms): 34.0, median approximation score: 0.0]
[  412] CTS [score: 2085.232421875, median singleton score: 11.55937385559082, visited nodes (%): 97.33333587646484, solving time (ms): 11.0, median approximation score: 0.0]
[  412] ANT-e [score: 5394.81494140625, median singleton score: 36.874935150146484, visited nodes (%): 38.666664123535156, solving time (ms): 1685.0, median approximation score: 0.0]
[  413] EDF [score: 949.9122924804688, median singleton score: 10.815508842468262, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 1.4000000953674316]
[  413] BNT [score: 1563.53271484375, median singleton score: 17.221372604370117, visited nodes (%): 97.33333587646484, solving time (ms): 25.0, median approximation score: 2.0]
[  413] CTS [score: 2046.8348388671875, median singleton score: 12.823922157287598, visited nodes (%): 96.0, solving time (ms): 8.0, median approximation score: 2.0]
[  413] ANT-e [score: 1503.4293212890625, median singleton score: 17.222013473510742, visited nodes (%): 98.66667175292969, solving time (ms): 1797.0, median approximation score: 0.0]
[  414] EDF [score: 1068.3233642578125, median singleton score: 13.45796012878418, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 1.0000001192092896]
[  414] BNT [score: 1684.932861328125, median singleton score: 20.971399307250977, visited nodes (%): 96.0, solving time (ms): 46.0, median approximation score: 1.600000023841858]
[  414] CTS [score: 2535.688232421875, median singleton score: 13.524065017700195, visited nodes (%): 100.0, solving time (ms): 4.0, median approximation score: 1.0]
[  414] ANT-e [score: 1872.634521484375, median singleton score: 19.261940002441406, visited nodes (%): 100.0, solving time (ms): 1736.0, median approximation score: 0.0]
[  415] EDF [score: 1216.165283203125, median singleton score: 14.564872741699219, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 0.37777772545814514]
[  415] BNT [score: 1723.02734375, median singleton score: 15.882580757141113, visited nodes (%): 90.66667175292969, solving time (ms): 34.0, median approximation score: 0.45161280035972595]
[  415] CTS [score: 1738.68505859375, median singleton score: 12.365462303161621, visited nodes (%): 97.33333587646484, solving time (ms): 8.0, median approximation score: 0.36363646388053894]
[  415] ANT-e [score: 2919.802490234375, median singleton score: 34.60081481933594, visited nodes (%): 100.0, solving time (ms): 2037.0, median approximation score: 0.0]
[  416] EDF [score: 1267.8865966796875, median singleton score: 15.129721641540527, visited nodes (%): 90.66667175292969, solving time (ms): 5.0, median approximation score: 0.0]
[  416] BNT [score: 2898.76806640625, median singleton score: 18.289968490600586, visited nodes (%): 100.0, solving time (ms): 29.0, median approximation score: 0.0]
[  416] CTS [score: 2018.861328125, median singleton score: 18.239910125732422, visited nodes (%): 94.66666412353516, solving time (ms): 9.0, median approximation score: 0.0]
[  416] ANT-e [score: 6199.06640625, median singleton score: 193.4129638671875, visited nodes (%): 38.666664123535156, solving time (ms): 1676.0, median approximation score: 0.0]
[  417] EDF [score: 1402.3035888671875, median singleton score: 14.913849830627441, visited nodes (%): 100.0, solving time (ms): 5.0, median approximation score: 2.3333334922790527]
[  417] BNT [score: 2284.499755859375, median singleton score: 24.443151473999023, visited nodes (%): 98.66667175292969, solving time (ms): 32.0, median approximation score: 3.9999992847442627]
[  417] CTS [score: 2870.690673828125, median singleton score: 21.869972229003906, visited nodes (%): 96.0, solving time (ms): 9.0, median approximation score: 2.4285714626312256]
